Start Date,End Date,Store Name,Store ID,Business ID,Merchant Supplied ID,Gross Sales,Total Orders Including Cancelled Orders,Total Delivered or Picked Up Orders,AOV,Total Commission,Total Promotion Fees | (for historical reference only),Total Promotion Sales | (for historical reference only),Total Ad Fees | (for historical reference only),Total Ad Sales | (for historical reference only),Currency
2026-02-01,2026-02-28,Allan's Cheesesteaks (Flagstar St),842311,374436,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Amal's Flatbread Recipe (1849 N Scottsdale Rd),24606369,11427317,24606369,191.56,8,8,23.95,49.08,35.87,191.56,6.00,85.95,USD
2026-02-01,2026-02-28,Amanda's Breakfast Lounge (111 E 161 St),25295448,724520,25295448,1256.73,53,52,23.71,327.42,197.99,981.50,33.39,195.19,USD
2026-02-01,2026-02-28,Amanda's Breakfast Lounge (277 Gold Street),28605460,724520,28605460,319.81,14,14,22.84,81.25,61.85,319.81,26.57,72.69,USD
2026-02-01,2026-02-28,Amanda's Breakfast Lounge (3661 Broadway),33415771,724520,33415771,334.22,20,20,16.71,58.99,47.39,193.91,3.00,9.09,USD
2026-02-01,2026-02-28,Amanda's Breakfast Lounge (433 W 34th st),33886617,724520,33886617,1297.48,37,37,35.07,219.59,233.11,1238.71,134.60,586.65,USD
2026-02-01,2026-02-28,Amanda's Breakfast Lounge (44 E 8th St),33415769,724520,33415769,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Amanda's Breakfast Lounge (Queens Plaza),23038832,724520,23038832,107.89,5,5,21.58,28.11,15.18,71.91,32.34,91.92,USD
2026-02-01,2026-02-28,American Hot Dog Bar,33951043,736857,33951043,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,American Hot Dog Bar (E Fremont St),2646891,736857,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Amore Italian Desserts,1580568,362835,NULL,19.78,1,1,19.78,4.75,4.95,19.78,10.54,19.78,USD
2026-02-01,2026-02-28,Amore Pasta Ristorante,36728189,374452,36728189,352.77,6,6,58.80,60.95,53.94,352.77,0.00,0.00,USD
2026-02-01,2026-02-28,Amore Pasta Ristorante (2909A Queens Plaza North),32863770,374452,32863770,396.46,14,13,28.32,61.39,71.75,351.00,49.43,244.92,USD
2026-02-01,2026-02-28,Amore Pasta Ristorante (9083 Dallas St),31313153,374452,31313153,577.99,19,19,30.42,143.28,119.17,577.99,36.51,159.56,USD
2026-02-01,2026-02-28,Amore Pasta Ristorante (Pico Blvd),31535767,374452,31535767,327.60,9,9,36.40,82.41,61.83,327.60,44.60,179.12,USD
2026-02-01,2026-02-28,Amoy's Jerk Chicken Shack (5250 Grand Ave),27516788,11256388,27516788,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Angelino's Breakfast Snob,34348665,14332571,34348665,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Angelo's Wraps Shop (1 Kedron Ave Unit 4),24194520,844983,24194520,70.33,4,4,17.58,18.54,11.50,50.05,3.00,20.28,USD
2026-02-01,2026-02-28,Angelo's Wraps Shop (147 1st Ave),23549641,844983,23549641,108.52,5,5,21.70,28.79,15.52,66.25,6.00,54.26,USD
2026-02-01,2026-02-28,Anne's Artisan Coffee  (682 Morris Park Avenue),24703993,11439072,24703993,84.54,4,4,21.14,20.29,20.86,84.54,0.00,0.00,USD
2026-02-01,2026-02-28,Anne's Artisan Coffee (689 Broadway),24770455,11439072,24770455,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Antonio's Quesadilla Shack,36118675,830385,36118675,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Antonio's Quesadilla Shack,33951311,830385,33951311,50.35,2,2,25.18,8.73,7.70,33.56,17.46,50.35,USD
2026-02-01,2026-02-28,Antonio's Quesadilla Shack (240 Sullivan St),1833053,830385,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Antonio's Quesadilla Shack (4352 E Speedway Blvd),31313981,830385,31313981,1358.52,56,55,24.26,331.95,277.99,1207.27,53.68,422.43,USD
2026-02-01,2026-02-28,Antonio's Quesadilla Shack (Broadway),2290857,830385,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Ariana's Vegan Spot (488 Metropolitan Ave),33895844,11522383,33895844,246.21,10,10,24.62,38.62,52.02,229.42,9.00,74.14,USD
2026-02-01,2026-02-28,Arifs Mediterranean Grill,34251093,863208,34251093,158.92,4,4,39.73,26.63,29.76,158.92,6.00,86.95,USD
2026-02-01,2026-02-28,Arifs Mediterranean Grill (1969 Bronxdale Ave),23556936,863208,23556936,250.39,7,7,35.77,65.88,35.74,225.91,0.00,0.00,USD
2026-02-01,2026-02-28,Arifs Mediterranean Grill (Bedford Ave),23026068,863208,23026068,466.54,17,17,27.44,126.13,55.00,303.57,21.00,127.30,USD
2026-02-01,2026-02-28,Arturo's Burrito Bowls,35669394,11072111,35669394,62.94,2,2,31.47,10.08,14.56,62.94,0.00,0.00,USD
2026-02-01,2026-02-28,Arturo's Burrito Bowls,40734686,11072111,40734686,157.86,4,4,39.47,27.17,24.97,130.88,0.00,0.00,USD
2026-02-01,2026-02-28,Arturo's Burrito Bowls,36118791,11072111,36118791,30.48,1,1,30.48,6.10,0.00,0.00,0.00,0.00,USD
2026-02-01,2026-02-28,Arturo's Burrito Bowls (3 West Fordham Rd),25404900,11072111,25404900,123.93,4,4,30.98,30.27,26.96,123.93,6.00,71.96,USD
2026-02-01,2026-02-28,Asian Garden Rice Bowls (2575 North Hollywood Way #107),23557148,922010,23557148,47.28,2,2,23.64,13.29,3.99,27.99,0.00,0.00,USD
2026-02-01,2026-02-28,Ava's Fried Chicken (Pennsylvania Ave),943695,419807,NULL,218.73,9,9,24.30,45.74,42.75,188.79,9.39,33.98,USD
2026-02-01,2026-02-28,BBQ Ribs Co.,966668,430168,NULL,333.69,14,14,23.84,82.55,54.47,293.72,20.28,119.88,USD
2026-02-01,2026-02-28,BBQ Ribs Co. (Virtual Brand)(228 George Street),1477944,430168,NULL,2773.02,98,98,28.30,707.85,421.19,2721.57,382.82,1612.92,USD
2026-02-01,2026-02-28,Bagel Dynasty (34-02 30th St),23556771,732068,23556771,81.89,7,7,11.70,18.39,20.56,67.74,6.00,22.45,USD
2026-02-01,2026-02-28,Bagel Dynasty (502 E Thunderbird Rd Ste A),24872263,732068,24872263,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bagel Dynasty (7701 Garrison Road),24227486,732068,24227486,1233.23,72,72,17.13,319.96,225.15,1112.88,77.97,410.89,USD
2026-02-01,2026-02-28,Bagel Dynasty (Fulton St),31661381,732068,31661381,168.21,8,8,21.03,41.09,39.19,168.21,18.00,103.90,USD
2026-02-01,2026-02-28,Bain's Burger Bar (459 Main St),33887197,420397,33887197,18.18,1,1,18.18,2.73,5.54,18.18,0.00,0.00,USD
2026-02-01,2026-02-28,Bain's Burger Bar (Jamaica Ave),23060296,420397,23060296,18.93,1,1,18.93,4.54,3.79,18.93,3.00,18.93,USD
2026-02-01,2026-02-28,Barn's Burgers & Melts,40385043,11068594,40385043,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bart's Breakfast Sandwiches,35855567,11659113,35855567,34.35,2,2,17.18,6.48,2.94,12.98,0.00,0.00,USD
2026-02-01,2026-02-28,Bart's Breakfast Sandwiches,33972041,11659113,33972041,261.37,12,12,21.78,40.50,56.17,237.61,30.34,85.26,USD
2026-02-01,2026-02-28,Bart's Breakfast Sandwiches (158 DELANCEY STREET),35667913,11659113,35667913,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bart's Breakfast Sandwiches (265 Bedford Ave),32863871,11659113,32863871,18.18,1,1,18.18,2.91,4.63,18.18,0.00,0.00,USD
2026-02-01,2026-02-28,Bart's Burger Bar (3661 Broadway),32922801,344282,32922801,483.88,19,18,25.47,81.32,93.16,454.53,12.00,106.97,USD
2026-02-01,2026-02-28,Beeman's Burger Bar (7701 Garrison Road),24227521,878234,24227521,215.01,10,10,21.50,53.37,43.01,192.54,12.00,74.49,USD
2026-02-01,2026-02-28,Beeman's Burger Bar (93 Avenue A),32923019,878234,32923019,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Belgian Waffle Bar,34343091,387784,34343091,111.20,4,4,27.80,18.50,22.63,111.20,8.87,30.07,USD
2026-02-01,2026-02-28,Big Belly Paninis,39883231,911657,39883231,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Big Belly Paninis (Queens Plaza N),2358047,911657,NULL,102.09,4,4,25.52,25.82,19.03,93.00,6.14,20.28,USD
2026-02-01,2026-02-28,Big Daddy's Wings (Polk St),850451,379287,NULL,371.63,9,9,41.29,82.18,51.90,371.63,15.00,185.81,USD
2026-02-01,2026-02-28,Big E's Wraps,35668217,908476,35668217,46.36,1,1,46.36,4.64,24.17,46.36,0.00,0.00,USD
2026-02-01,2026-02-28,Big E's Wraps,33950889,908476,33950889,127.26,7,7,18.18,19.48,30.00,109.08,5.40,18.18,USD
2026-02-01,2026-02-28,Big E's Wraps,38057199,908476,38057199,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,"Big E's Wraps (116 Thomas S Boyland St, Brooklyn, NY 11233)",34250013,908476,34250013,144.95,6,6,24.16,23.87,31.57,144.95,14.00,40.26,USD
2026-02-01,2026-02-28,Big E's Wraps (1282 Essex Ave),38214585,908476,38214585,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Big E's Wraps (2126 Caton Ave),35464155,908476,35464155,51.95,3,3,17.32,9.92,3.39,15.99,21.51,51.95,USD
2026-02-01,2026-02-28,Big E's Wraps (315 Walter E Foran Blvd Ste 314),23549190,908476,23549190,110.33,6,6,18.39,29.51,15.93,72.21,35.64,87.66,USD
2026-02-01,2026-02-28,Big Ease Smoothies,36364633,908656,36364633,21.57,1,1,21.57,3.51,4.99,21.57,0.00,0.00,USD
2026-02-01,2026-02-28,Big Ease Smoothies,34344579,908656,34344579,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Big Ease Smoothies  (1117 Broadway),23423347,908656,23423347,370.68,12,12,30.89,100.25,44.48,328.71,9.00,51.75,USD
2026-02-01,2026-02-28,Big Ease Smoothies (2051 Frederick Douglass Blvd),33885459,908656,33885459,859.26,42,42,20.46,143.34,175.25,720.17,118.18,468.12,USD
2026-02-01,2026-02-28,Big Ease Smoothies (30th St),2487028,908656,NULL,967.83,55,55,17.60,225.67,207.97,828.55,78.45,406.03,USD
2026-02-01,2026-02-28,Big Ease Smoothies (93 Avenue A),36237363,908656,36237363,27.99,1,1,27.99,4.48,6.59,27.99,0.00,0.00,USD
2026-02-01,2026-02-28,Big Famous Deli & Grill (244 W. 14th street),25295637,11685769,25295637,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,BigLeaf Salads (18300 Vanowen Street Suite 3),31313343,11913767,31313343,85.33,4,4,21.33,20.01,20.63,70.64,6.00,37.08,USD
2026-02-01,2026-02-28,Bird's Burger Bar,34348667,362837,34348667,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bird's Burger Bar,35651435,362837,35651435,393.72,11,11,35.79,65.56,65.91,393.72,85.56,271.82,USD
2026-02-01,2026-02-28,Bird's Burger Bar,33947623,362837,33947623,106.29,4,4,26.57,21.27,0.00,0.00,0.00,0.00,USD
2026-02-01,2026-02-28,Bird's Burger Bar (1710 Minnesota Ave #G),39648519,362837,39648519,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Birdspot Sandwiches & Wings,33963715,14228581,33963715,33.58,1,1,33.58,5.52,6.99,33.58,0.00,0.00,USD
2026-02-01,2026-02-28,Blake's Bubblin' Mac (3955 Bronxwood Ave),32923077,13952805,32923077,23.48,1,1,23.48,3.76,5.69,23.48,0.00,0.00,USD
2026-02-01,2026-02-28,Blake's Dessert Lounge,34346369,11225441,34346369,1010.03,33,33,30.61,168.64,197.75,983.06,15.00,132.89,USD
2026-02-01,2026-02-28,Blake's Dessert Lounge (190 Hillside Rd),31313807,11225441,31313807,15.39,1,1,15.39,3.72,3.99,15.39,0.00,0.00,USD
2026-02-01,2026-02-28,Blanca's Breakfast Bites (4083 Broadway),32923083,13952815,32923083,11.17,2,2,5.59,2.24,0.00,0.00,0.00,0.00,USD
2026-02-01,2026-02-28,Bobby's Caribbean Grill,34347671,904621,34347671,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bosscat Breakfast,1608749,755027,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bosscat Breakfast,34349399,755027,34349399,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bosscat Breakfast,39042013,755027,39042013,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bosscat Breakfast (1306 Atlantic Ave),25130127,755027,25130127,343.54,19,19,18.08,97.41,22.98,95.10,15.00,69.70,USD
2026-02-01,2026-02-28,Bosscat Breakfast (28501 Hoover Rd),31619809,755027,31619809,305.38,13,13,23.49,78.50,56.63,305.38,15.00,127.22,USD
2026-02-01,2026-02-28,Bosscat Breakfast (3001 Gilbert Ave),25130099,755027,25130099,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bosscat Breakfast - 8886 (Knott Ave),26292114,755027,26292114,142.90,4,3,35.73,23.35,30.16,142.90,9.00,95.94,USD
2026-02-01,2026-02-28,Bosscat Burgers,37993253,717039,37993253,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bosscat Burgers,37375303,717039,37375303,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bosscat Burgers (196 1st Ave),31313633,717039,31313633,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bosscat Cheesesteaks (459 Main St),1458743,668116,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bosscat Wings (1725-B Duke St),24974749,706908,24974749,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bosscat Wings (226 1/2 Newark Ave),24899981,706908,24899981,21.98,1,1,21.98,5.27,5.39,21.98,0.00,0.00,USD
2026-02-01,2026-02-28,Bosscat Wings (6646 Collins Ave),33886555,706908,33886555,176.93,7,7,25.28,27.69,35.47,164.15,20.51,83.57,USD
2026-02-01,2026-02-28,Bosscat Wings (7121 West US Highway 90 Suite #210),24974787,706908,24974787,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bosscat Wraps (309 7th Ave),27667568,11454035,27667568,267.86,4,4,66.97,76.07,18.26,267.86,0.00,0.00,USD
2026-02-01,2026-02-28,Breakfast Burrito Floozy,34345807,894496,34345807,123.35,4,4,30.84,21.12,21.70,123.35,0.00,0.00,USD
2026-02-01,2026-02-28,Breakfast Burrito Floozy (4955 Voltaire St),24270689,894496,24270689,174.82,7,7,24.97,45.31,28.34,145.44,6.95,23.08,USD
2026-02-01,2026-02-28,Breakfast Burrito Floozy (S 101st E Ave),2255754,894496,NULL,1764.08,92,92,19.17,443.62,357.77,1570.65,154.10,618.13,USD
2026-02-01,2026-02-28,"Breakfast Burrito Floozy (Virtual Brand)(Long Beach, CA)",1228046,894496,NULL,219.56,8,8,27.45,27.84,39.93,169.19,16.78,76.92,USD
2026-02-01,2026-02-28,Breakfast Burrito Joint,35870081,308489,35870081,965.31,53,53,18.21,162.06,155.11,833.36,12.00,62.02,USD
2026-02-01,2026-02-28,Breakfast Burrito Joint,35493605,308489,35493605,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Breakfast Burrito Joint (128 East 4th Street),28607943,13952895,28607943,81.51,3,3,27.17,19.57,18.28,81.51,7.26,20.38,USD
2026-02-01,2026-02-28,Breakfast Burrito Joint (300 The Village),31671733,13952895,31671733,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Breakfast Burrito Joint (31-00 47th Ave),35754581,308489,35754581,18.48,1,1,18.48,3.10,3.00,18.48,0.00,0.00,USD
2026-02-01,2026-02-28,Breakfast Burrito Joint (3907 Lee Hwy),24387257,308489,24387257,1203.38,43,43,27.99,309.41,173.08,955.46,99.46,325.06,USD
2026-02-01,2026-02-28,Breakfast Burrito Joint (San Francisco),664606,308489,NULL,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Breakfast Burrito Snob,36364737,469379,36364737,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Breakfast Burrito Snob,35370009,14632751,35370009,1290.96,39,39,33.10,199.62,228.00,1175.06,101.49,345.75,USD
2026-02-01,2026-02-28,Breakfast Burrito Snob,40824279,469379,40824279,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Breakfast Burrito Snob (1st Ave),1050862,469379,NULL,123.72,8,8,15.47,34.10,10.00,32.85,0.00,0.00,USD
2026-02-01,2026-02-28,Breakfast Burrito Snob (Long Island City),1367068,469379,NULL,188.90,12,12,15.74,43.88,44.60,164.56,3.00,19.17,USD
2026-02-01,2026-02-28,"Breakfast Burrito Snob(San Francisco, CA)",1340523,469379,NULL,309.75,16,16,19.36,70.57,89.30,299.26,3.00,13.28,USD
2026-02-01,2026-02-28,Breakfast N Vibe,36030569,13952929,36030569,40.46,1,1,40.46,6.89,6.99,40.46,0.00,0.00,USD
2026-02-01,2026-02-28,Breakfast N Vibe (4234 Broadway),32923293,13952929,32923293,435.91,18,17,24.22,72.59,85.90,390.46,6.00,32.86,USD
2026-02-01,2026-02-28,Breakfast Sandwich Express,35371505,957819,35371505,69.96,3,3,23.32,12.20,10.98,49.97,7.58,19.99,USD
2026-02-01,2026-02-28,Breakfast Sandwich Express (30th St),2487370,957819,NULL,29.75,2,2,14.88,7.31,7.37,29.75,0.00,0.00,USD
2026-02-01,2026-02-28,Breakfast Sandwich Express (5993 Broadway),32923301,957819,32923301,113.04,6,6,18.84,18.37,26.09,109.55,6.00,40.64,USD
2026-02-01,2026-02-28,Brenda's Breakfast Sandwiches,38216085,11427315,38216085,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Brenda's Breakfast Sandwiches,35639063,14711301,35639063,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Brenda's Panini Palace,34348849,759427,34348849,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Brenda's Panini Palace,1824090,759427,NULL,18.88,1,1,18.88,4.82,3.82,18.88,0.00,0.00,USD
2026-02-01,2026-02-28,Brenda's Panini Palace (83 Canal St #6019),23549497,759427,23549497,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bri's Breakfast Bar,35371677,11135129,35371677,18.47,1,1,18.47,2.96,4.68,18.47,0.00,0.00,USD
2026-02-01,2026-02-28,Bri's Breakfast Bar (Lee Hwy),23268648,11135129,23268648,104.96,5,5,20.99,27.44,17.47,93.77,14.64,65.79,USD
2026-02-01,2026-02-28,Brooklyn Burger Snob,40385207,17471760,40385207,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bruno's Burning Pizza (1715 Sicklerville Rd),25092242,11225446,25092242,230.29,6,6,38.38,58.79,40.32,230.29,9.00,83.31,USD
2026-02-01,2026-02-28,Bruno's Burning Pizza (5532 W Saginaw Hwy),36032347,11225446,36032347,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Bun Works Burgers (59 24 Kissena Blvd),36021375,14832781,36021375,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Burning Burger Stack  (1306 Atlantic Ave),25130173,11225447,25130173,182.67,10,10,18.27,45.62,37.52,156.42,15.00,85.95,USD
2026-02-01,2026-02-28,Burning Burger Stack (1541 Glenn School Rd suite 17),31313915,11225447,31313915,114.00,4,4,28.50,28.02,24.53,114.00,3.00,25.87,USD
2026-02-01,2026-02-28,Burrito Lovers Bar,36031239,321199,36031239,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Burrito Lovers Bar (59 4th Ave),1790189,321199,NULL,132.91,4,4,33.23,33.21,22.19,132.91,3.00,22.48,USD
2026-02-01,2026-02-28,Burritos on The Fly,39649289,11294071,39649289,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Burritos to Bowls (4955 Voltaire St),24270704,11378616,24270704,113.54,4,4,28.39,28.50,22.49,113.54,0.00,0.00,USD
2026-02-01,2026-02-28,Burritos to Bowls (600 Park Ave),27833951,11378616,27833951,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,CJ's Breakfast Sandwich (31-00 47th Ave),35756038,11393013,35756038,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,CJ's Breakfast Sandwich (596 3rd Ave),25130177,11393013,25130177,242.99,15,15,16.20,62.57,42.39,153.84,3.00,17.16,USD
2026-02-01,2026-02-28,Cameron's Breakfast Cafe (38-01 Vernon Boulevard),24770396,11216987,24770396,695.86,26,25,26.76,180.86,118.80,695.86,65.49,227.49,USD
2026-02-01,2026-02-28,Carmen's Breakfast Burrito,37375475,879129,37375475,47.96,2,2,23.98,8.00,9.98,47.96,3.00,20.98,USD
2026-02-01,2026-02-28,Carmen's Breakfast Burritos,38216347,879129,38216347,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,NULL
2026-02-01,2026-02-28,Carmen's Breakfast Burritos,39161493,879129,39161493,35.97,1,1,35.97,5.99,6.99,35.97,3.00,35.97,USD
2026-02-01,2026-02-28,Carmen's Breakfast Burritos (1201 Randall Avenue),32923453,879129,32923453,247.50,13,13,19.04,38.60,63.47,221.63,60.52,169.89,USD
2026-02-01,2026-02-28,Carmen's Breakfast Burritos (143 Grand Street),24770490,879129,24770490,15.99,1,0,15.99,4.80,0.00,0.00,0.00,0.00,USD
2026-02-01,2026-02-28,Carmen's Breakfast Burritos (415 E Windmill Ln),27741754,879129,27741754,31.97,2,2,15.99,7.43,9.18,31.97,0.00,0.00,USD
2026-02-01,2026-02-28,Carmen's Breakfast Burritos (N Citrus Ave),2455971,879129,NULL,95.07,4,4,23.77,22.82,21.97,95.07,3.00,25.17,USD
