"week_start_date","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","total_orders","adjusted_orders","adjusted_orders_rate","total_canceled_orders","total_canceled_orders_rate","avoidable_canceled_orders","avoidable_canceled_orders_rate","gross_subtotal_sales","adjusted_subtotal_sales","total_canceled_orders_subtotal_sales","avoidable_canceled_orders_subtotal_sales","subtotal_sales_after_adjustments_and_cancels","new_customer_orders","new_customer_orders_rate","gh_plus_customer_orders","gh_plus_customer_orders_rate","pick_up_orders","self_delivery_orders","grubhub_delivery_orders","avg_driver_time_at_store","avg_avoidable_driver_wait_time","avg_delivery_route_time","avg_order_to_delivery_time","ratings_all","ratings_5_stars","ratings_4_stars","ratings_3_stars","ratings_2_stars","ratings_1_star","reviews"
"2026-02-09","6891720","Wholesome Farms Market - 1306 Atlantic Ave","Green Leaf Salads","1306 Atlantic Ave  ","Brooklyn","NY","11216","8","1","0.125","0",,"0",,"163.20","-17.47","0.00","0.00","145.73","2","0.250","4","0.500","0","0","8","00:08:34.200","00:03:22.200","00:10:04.200","00:34:06.000","1","1","0","0","0","0","0"
"2026-02-23","3310779","George St","Pita Sandwiches Bite","228 George St  ","New Brunswick","NJ","08901","2","0",,"0",,"0",,"46.36","0.00","0.00","0.00","46.36","0",,"2","1.000","0","0","2","00:02:30.000","00:01:00.000","00:13:30.000","00:38:00.000","0","0","0","0","0","0","0"
"2026-02-16","9845032","168 Myrtle Ave","The Sandwich Cafe","168 Myrtle Ave  ","Brooklyn","NY","11201","1","0",,"0",,"0",,"12.58","0.00","0.00","0.00","12.58","0",,"1","1.000","0","0","1","00:01:00.000","00:00:00.000","00:23:00.000","00:48:00.000","0","0","0","0","0","0","0"
"2026-02-16","10499904","1st Avenue","Lola's Smoothie Mix","937 1st Ave.  ","New York","NY","10022","4","0",,"0",,"0",,"67.67","0.00","0.00","0.00","67.67","1","0.250","3","0.750","0","0","4","00:03:00.000","00:00:00.000","00:05:45.000","00:18:45.000","0","0","0","0","0","0","0"
"2026-02-02","3310335","Sullivan St","Chicken Salad Bar","240 Sullivan St  ","New York","NY","10012","1","0",,"0",,"0",,"19.58","0.00","0.00","0.00","19.58","0",,"1","1.000","0","0","1","00:02:00.000","00:02:00.000","00:04:00.000",,"0","0","0","0","0","0","0"
"2026-02-02","6891040","Caffe Venice - 596 3rd Ave","Bill's Sandwich Shack","596 3rd Ave  ","New York","NY","10016","11","2","0.182","1","0.091","1","0.091","207.88","-16.97","-32.94","-32.94","157.97","6","0.545","6","0.545","0","0","11","00:06:55.200","00:01:45.000","00:12:49.800","00:31:45.000","1","0","0","1","0","0","0"
"2026-02-23","10932216","E 149th St","Classic Cheeseburger Bar","560 E 149th St  ","Bronx","NY","10455","1","0",,"0",,"0",,"38.55","0.00","0.00","0.00","38.55","1","1.000","1","1.000","0","0","1","00:22:00.000","00:05:00.000","00:14:00.000","00:39:00.000","0","0","0","0","0","0","0"
"2026-02-23","2741201",,"Healthy Salad Bar","1760 3rd Ave  ","New York","NY","10029","1","0",,"0",,"0",,"12.59","0.00","0.00","0.00","12.59","0",,"1","1.000","0","0","1","00:07:00.000","00:02:00.000","00:36:00.000","00:54:00.000","0","0","0","0","0","0","0"
"2026-02-16","7101000","Fresca Pizza & Pasta 560 E 149th St-","C's Greens Salad","560 E 149th St  ","Bronx","NY","10455","1","0",,"0",,"0",,"27.56","0.00","0.00","0.00","27.56","1","1.000","1","1.000","0","0","1","00:04:00.000","00:03:00.000","00:09:00.000","00:37:00.000","1","1","0","0","0","0","0"
"2026-02-09","2567535",,"The Acai Station","1424 Lexington Ave  ","New York","NY","10128","2","0",,"0",,"0",,"100.95","0.00","0.00","0.00","100.95","0",,"2","1.000","0","0","2","00:06:30.000","00:01:30.000","00:09:00.000","00:21:30.000","0","0","0","0","0","0","0"
"2026-02-02","10999328","22nd Ave N","Frankie's Burger Bar - 329 Union St"," 329 Union St  ","Nashville","TN","37201","1","0",,"0",,"0",,"28.36","0.00","0.00","0.00","28.36","1","1.000","1","1.000","0","0","1","00:01:00.000","00:01:00.000","00:08:00.000","00:30:00.000","0","0","0","0","0","0","0"
"2026-02-16","3309753","W Camelback Rd #103","Noodle And Rice Bar","3446 W Camelback Rd  ","Phoenix","AZ","85017","2","0",,"0",,"0",,"41.94","0.00","0.00","0.00","41.94","0",,"2","1.000","0","0","2","00:05:00.000","00:01:30.000","00:17:00.000","00:34:00.000","0","0","0","0","0","0","0"
"2026-02-16","10602440","Utica Ave","Mac's Cheese Factory","2102 Utica Ave  ","Brooklyn","NY","11234","1","0",,"0",,"0",,"34.27","0.00","0.00","0.00","34.27","1","1.000","0",,"0","0","1","00:00:00.000","00:00:00.000","00:35:00.000","01:05:00.000","0","0","0","0","0","0","0"
"2026-02-02","8566136",,"Luna's Loaded Fries","4352 E Speedway Blvd  ","Tucson","AZ","85712","1","0",,"0",,"0",,"15.39","0.00","0.00","0.00","15.39","0",,"1","1.000","0","0","1","00:06:00.000","00:00:00.000","00:14:00.000","00:27:00.000","0","0","0","0","0","0","0"
"2026-02-16","1998870",,"Nico's Italian Ristorante","43 W Flagler St ","Miami","FL","33130","2","0",,"0",,"0",,"123.50","0.00","0.00","0.00","123.50","2","1.000","1","0.500","0","0","2","00:01:30.000","00:00:00.000","00:17:30.000","00:40:00.000","0","0","0","0","0","0","0"
"2026-02-09","10936640","3rd St","The Salad Dream","5155 3rd St  ","San Francisco","CA","94124","1","0",,"0",,"0",,"23.77","0.00","0.00","0.00","23.77","1","1.000","1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:17:00.000","00:40:00.000","0","0","0","0","0","0","0"
"2026-02-16","7102576","iKraveit Foods","Sarah's Salad Bar","34-02 30th St  ","Astoria","NY","11106","1","0",,"0",,"0",,"23.28","0.00","0.00","0.00","23.28","1","1.000","0",,"0","0","1","00:03:00.000","00:00:00.000","00:09:00.000","00:22:00.000","0","0","0","0","0","0","0"
"2026-02-23","10382520","E Speedway","Danny's Desserts","4352 E Speedway Blvd  ","Tucson","AZ","85712","2","0",,"0",,"0",,"46.20","0.00","0.00","0.00","46.20","1","0.500","2","1.000","0","0","2","00:08:00.000","00:08:00.000","00:26:00.000","01:08:00.000","0","0","0","0","0","0","0"
"2026-02-02","2741308",,"Nancy's Grilled Cheese","1760 3rd Ave  ","New York","NY","10029","26","0",,"1","0.038","1","0.038","421.24","0.00","-11.87","-11.87","409.37","7","0.269","19","0.731","0","0","26","00:06:16.800","00:04:30.600","00:10:53.400","00:34:17.400","1","0","1","0","0","0","0"
"2026-02-23","2730695",,"Charlie's Chicken Wings","1760 3rd Ave  ","New York","NY","10029","2","0",,"0",,"0",,"38.45","0.00","0.00","0.00","38.45","1","0.500","1","0.500","0","0","2","00:08:30.000","00:07:30.000","00:13:00.000","00:38:00.000","1","1","0","0","0","0","0"
"2026-02-23","2344366",,"The Pancake Snob","217 1st Avenue  ","New York","NY","10003","1","0",,"0",,"0",,"24.77","0.00","0.00","0.00","24.77","0",,"0",,"0","0","1","00:14:00.000","00:00:00.000","00:03:00.000","00:21:00.000","0","0","0","0","0","0","0"
"2026-02-02","6896760","Twin Donut Mexican Grill - 3 W Fordham Rd","Fiesta Mexican Spot","3 W Fordham Rd  ","Bronx","NY","10468","2","0",,"1","0.500","1","0.500","50.76","0.00","-30.98","-30.98","19.78","1","0.500","2","1.000","0","0","2","00:17:00.000","00:03:00.000","00:30:00.000","00:53:00.000","0","0","0","0","0","0","0"
"2026-02-23","2930656",,"The Dessert Shack","1219 1st Ave  ","New York","NY","10065","1","0",,"1","1.000","1","1.000","14.18","0.00","-14.18","-14.18","0.00","0",,"1","1.000","0","0","1",,,,,"0","0","0","0","0","0","0"
"2026-02-23","6895688","Not Just Pizza - 2240 S 11th St","Heaven's Burgers","2240 S 11th St  ","Philadelphia","PA","19148","1","0",,"0",,"0",,"15.39","0.00","0.00","0.00","15.39","0",,"1","1.000","0","0","1","00:32:00.000","00:32:00.000","00:08:00.000","01:10:00.000","0","0","0","0","0","0","0"
"2026-02-02","3310978","1st Ave","Bagel Dynasty","1219 1st Ave.  ","New York","NY","10065","3","0",,"1","0.333","1","0.333","40.62","0.00","-25.38","-25.38","15.24","2","0.667","1","0.333","0","0","3","00:06:00.000","00:00:00.000","00:08:00.000","00:21:00.000","0","0","0","0","0","0","0"
"2026-02-16","6891744","Wholesome Farms Market - 108 Jay St","Gloria's Favorite Greens","108 Jay St  ","Brooklyn","NY","11201","1","0",,"0",,"0",,"15.49","0.00","0.00","0.00","15.49","0",,"0",,"0","0","1","00:03:00.000","00:00:00.000","00:03:00.000","00:16:00.000","0","0","0","0","0","0","0"
"2026-02-09","3301276","7th Ave","Holy Grail Omelettes","154 7th Ave  ","New York","NY","10011","7","0",,"0",,"0",,"101.20","0.00","0.00","0.00","101.20","0",,"4","0.571","0","0","7","00:05:10.200","00:00:00.000","00:06:00.000","00:21:19.800","1","1","0","0","0","0","0"
"2026-02-02","2626167",,"Bosscat Wings","217 1st Avenue ","New York","NY","10003","2","0",,"1","0.500","1","0.500","77.91","0.00","-39.97","-39.97","37.94","2","1.000","1","0.500","0","0","2","00:06:00.000","00:00:00.000","00:22:00.000","00:55:00.000","0","0","0","0","0","0","0"
"2026-02-09","6891712","Wholesome Farms Market - 1306 Atlantic Ave","Burning Burger Stack","1306 Atlantic Ave  ","Brooklyn","NY","11216","1","0",,"0",,"0",,"11.88","0.00","0.00","0.00","11.88","0",,"1","1.000","0","0","1","00:13:00.000","00:03:00.000","00:03:00.000","00:26:00.000","0","0","0","0","0","0","0"
"2026-02-09","9792696","3618 N Pennsylvania Ave","Casa Pasta Ristorante","3618 N Pennsylvania Ave  ","Oklahoma City","OK","73112","2","0",,"2","1.000","2","1.000","87.08","0.00","-87.08","-87.08","0.00","0",,"2","1.000","0","0","2",,,,,"0","0","0","0","0","0","0"
"2026-02-23","3310989","Madison Ave","The Omelette Farm","1404 Madison Ave  ","New York","NY","10029","1","0",,"1","1.000","1","1.000","68.88","0.00","-68.88","-68.88","0.00","0",,"0",,"0","0","1",,,,,"0","0","0","0","0","0","0"
"2026-02-02","3300844","N Citrus Ave","Day N Night Pancakes","900 N Citrus Ave  ","Covina","CA","91722","1","0",,"0",,"0",,"15.39","0.00","0.00","0.00","15.39","1","1.000","1","1.000","0","0","1","00:03:00.000","00:01:00.000","00:11:00.000","00:32:00.000","1","0","1","0","0","0","0"
"2026-02-02","9834480","277 Gold St","Fiona's Breakfast Burritos","277 Gold St  ","Brooklyn","NY","11201","3","0",,"0",,"0",,"65.03","0.00","0.00","0.00","65.03","2","0.667","2","0.667","0","0","3","00:13:40.200","00:04:40.200","00:04:19.800","00:23:19.800","1","1","0","0","0","0","0"
"2026-02-16","2365500",,"The Pancake Snob","257 Gold Street  ","Brooklyn","NY","11201","2","0",,"0",,"0",,"40.85","0.00","0.00","0.00","40.85","0",,"1","0.500","0","0","2","00:02:30.000","00:02:30.000","00:18:30.000","00:51:30.000","0","0","0","0","0","0","0"
"2026-02-02","2344366",,"The Pancake Snob","217 1st Avenue  ","New York","NY","10003","3","0",,"1","0.333","1","0.333","80.00","0.00","-39.56","-39.56","40.44","2","0.667","1","0.333","0","0","3","00:05:30.000","00:00:00.000","00:04:00.000","00:19:30.000","0","0","0","0","0","0","0"
"2026-02-09","7325384","Picante Taco- 411 S High St","Fire House Quesadillas","411 S High St  ","Baltimore","MD","21202","2","0",,"1","0.500","1","0.500","40.96","0.00","-16.89","-16.89","24.07","1","0.500","2","1.000","0","0","2","00:00:00.000","00:00:00.000","00:13:00.000","00:35:00.000","0","0","0","0","0","0","0"
"2026-02-09","4831664","319 Rogers Ave","The Sandwich Vibe","319 Rogers Ave  ","Brooklyn","NY","11225","2","0",,"0",,"0",,"29.67","0.00","0.00","0.00","29.67","2","1.000","1","0.500","0","0","2","00:01:30.000","00:01:00.000","00:15:30.000","00:34:30.000","0","0","0","0","0","0","0"
"2026-01-26","9822552","168 Myrtle Ave","Stan's Burger Bar","168 Myrtle Ave  ","Brooklyn","NY","11201","1","1","1.000","0",,"0",,"29.34","-9.78","0.00","0.00","19.56","0",,"1","1.000","0","0","1","00:01:00.000","00:01:00.000","00:12:00.000","00:41:00.000","0","0","0","0","0","0","0"
"2026-02-02","3311071","Madison Ave","General's French Toast","1404 Madison Ave  ","New York","NY","10029","1","0",,"0",,"0",,"21.96","0.00","0.00","0.00","21.96","1","1.000","0",,"0","0","1","00:17:00.000","00:05:00.000","00:23:00.000","00:48:00.000","0","0","0","0","0","0","0"
"2026-02-02","2423690",,"Charlie's Chicken Wings"," 329 Union St ","Nashville","TN","37203","1","0",,"0",,"0",,"77.92","0.00","0.00","0.00","77.92","1","1.000","1","1.000","0","0","1","00:11:00.000","00:11:00.000","00:09:00.000","00:44:00.000","1","1","0","0","0","0","0"
"2026-01-26","3301276","7th Ave","Holy Grail Omelettes","154 7th Ave  ","New York","NY","10011","1","0",,"0",,"0",,"17.77","0.00","0.00","0.00","17.77","0",,"0",,"0","0","1","00:12:00.000","00:00:00.000","00:11:00.000","00:27:00.000","0","0","0","0","0","0","0"
"2026-02-09","3326032","30th St","NY Dessert Bar","34-02 30th St  ","Astoria","NY","11106","3","0",,"0",,"0",,"55.32","0.00","0.00","0.00","55.32","3","1.000","3","1.000","0","0","3","00:09:19.800","00:00:00.000","00:06:19.800","00:20:40.200","0","0","0","0","0","0","0"
"2026-02-02","3301172","7th Ave","Breakfast N Vibe","154 7th Ave  ","New York","NY","10011","1","0",,"0",,"0",,"29.84","0.00","0.00","0.00","29.84","1","1.000","1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:13:00.000","00:30:00.000","0","0","0","0","0","0","0"
"2026-02-23","2116552",,"The Burger Trilogy","5155 3rd St  ","San Francisco","CA","94124","2","0",,"0",,"0",,"77.47","0.00","0.00","0.00","77.47","1","0.500","1","0.500","0","0","2","00:01:00.000","00:01:00.000","00:11:00.000","00:46:30.000","1","0","0","0","0","1","0"
"2026-02-23","6345584","Roni's Pub - 7955 E Frontage Road","Dad's Flamin' Quesadillas","7955 E Frontage Rd  ","Overland Park","KS","66204","1","0",,"0",,"0",,"21.99","0.00","0.00","0.00","21.99","0",,"1","1.000","0","0","1","00:03:00.000","00:01:00.000","00:11:00.000","00:32:00.000","0","0","0","0","0","0","0"
"2026-02-23","6894736","Medina Halal Gril - 114 East Main Street","Ali's Mediterranean Sandwiches","114 E Main St  ","Richardson","TX","75081","3","0",,"0",,"0",,"72.39","0.00","0.00","0.00","72.39","1","0.333","1","0.333","0","0","3","00:02:19.800","00:00:00.000","00:15:00.000","00:37:30.000","0","0","0","0","0","0","0"
"2026-02-02","823219",,"Priya's Indian Kitchen","716 10th Ave ","New York","NY","10019","1","0",,"0",,"0",,"28.97","0.00","0.00","0.00","28.97","1","1.000","0",,"0","0","1","00:14:00.000","00:14:00.000","00:18:00.000","00:54:00.000","0","0","0","0","0","0","0"
"2026-02-02","3312894","Gold St","Jasmin's Coffee Bar","257 Gold St  ","Brooklyn","NY","11201","1","0",,"0",,"0",,"10.98","0.00","0.00","0.00","10.98","1","1.000","0",,"0","0","1","00:03:00.000","00:00:00.000","00:17:00.000","00:33:00.000","0","0","0","0","0","0","0"
"2026-02-09","10382520","E Speedway","Danny's Desserts","4352 E Speedway Blvd  ","Tucson","AZ","85712","3","0",,"0",,"0",,"48.63","0.00","0.00","0.00","48.63","2","0.667","3","1.000","0","0","3","00:01:30.000","00:00:30.000","00:12:00.000","00:38:00.000","1","0","0","0","0","1","1"
"2026-02-23","10357768","Polk St","The Burger Joint","1338 Polk St  ","San Francisco","CA","94109","2","1","0.500","0",,"0",,"82.94","-21.99","0.00","0.00","60.95","1","0.500","1","0.500","0","0","2","00:05:30.000","00:03:00.000","00:10:30.000","00:30:00.000","1","0","0","0","0","1","1"
"2026-01-26","2030753",,"Fat Cheesesteaks","2624 Pico Blvd ","Santa Monica","CA","90405","1","0",,"0",,"0",,"16.79","0.00","0.00","0.00","16.79","1","1.000","1","1.000","0","0","1","00:01:00.000","00:00:00.000","00:11:00.000","00:27:00.000","1","1","0","0","0","0","0"
"2026-02-23","9824152","1174 Chapel St","Slapjack Pancakes","1174 Chapel St  ","New Haven","CT","06511","1","0",,"0",,"0",,"27.98","0.00","0.00","0.00","27.98","0",,"0",,"0","0","1","00:04:00.000","00:00:00.000","00:05:00.000","00:18:00.000","0","0","0","0","0","0","0"
"2026-02-16","7097528","East Side Deli","Sunrise Coffee Express","1424 Lexington Ave  ","New York","NY","10128","3","0",,"0",,"0",,"47.51","0.00","0.00","0.00","47.51","0",,"0",,"0","0","3","00:08:40.200","00:00:00.000","00:15:19.800","00:30:40.200","0","0","0","0","0","0","0"
"2026-02-02","9815112","Broadway","Salad Kreation","5993 Broadway  ","Bronx","NY","10471","1","0",,"0",,"0",,"15.38","0.00","0.00","0.00","15.38","1","1.000","1","1.000","0","0","1","00:05:00.000","00:05:00.000","00:14:00.000","00:41:00.000","0","0","0","0","0","0","0"
"2026-02-16","8568880",,"Casa De Quesadilla","4352 E Speedway Blvd  ","Tucson","AZ","85712","3","0",,"0",,"0",,"113.40","0.00","0.00","0.00","113.40","3","1.000","3","1.000","0","0","3","00:01:30.000","00:00:30.000","00:22:00.000","00:45:45.000","0","0","0","0","0","0","0"
"2026-02-09","3310209","W Greenway Rd","Linh's Chinese Restaurant","13011 W Greenway Rd  ","El Mirage","AZ","85335","3","0",,"0",,"0",,"56.06","0.00","0.00","0.00","56.06","1","0.333","3","1.000","0","0","3","00:04:00.000","00:00:40.200","00:15:00.000","00:34:00.000","0","0","0","0","0","0","0"
"2026-02-02","10929352","8th Ave","The Salad Dream","300 8th Ave  ","New York","NY","10001","1","0",,"1","1.000","1","1.000","15.39","0.00","-15.39","-15.39","0.00","1","1.000","1","1.000","0","0","1",,,,,"0","0","0","0","0","0","0"
"2026-02-23","8563032",,"Francesco Pasta Ristorante","9061 Van Nuys Blvd ","Los Angeles","CA","91402","1","0",,"0",,"0",,"64.34","0.00","0.00","0.00","64.34","1","1.000","1","1.000","0","0","1","00:01:00.000","00:01:00.000","00:27:00.000","00:43:00.000","0","0","0","0","0","0","0"
"2026-02-16","10929184","Van Nuys Blvd","Rooftop Sandwiches","9061 Van Nuys Blvd  ","Los Angeles","CA","91402","2","0",,"0",,"0",,"54.52","0.00","0.00","0.00","54.52","0",,"0",,"0","0","2","00:06:00.000","00:04:30.000","00:03:30.000","00:25:00.000","0","0","0","0","0","0","0"
"2026-02-23","7753968","382 Farmer Deli & Juice - 382 8th Ave","Big Belly Paninis","382 8th Ave  ","New York","NY","10001","1","1","1.000","0",,"0",,"13.48","-11.29","0.00","0.00","2.19","1","1.000","1","1.000","0","0","1","00:05:00.000","00:00:00.000","00:04:00.000","00:19:00.000","0","0","0","0","0","0","0"
"2026-01-26","8563032",,"Francesco Pasta Ristorante","9061 Van Nuys Blvd ","Los Angeles","CA","91402","1","0",,"0",,"0",,"19.59","0.00","0.00","0.00","19.59","0",,"1","1.000","0","0","1","00:01:00.000","00:01:00.000","00:14:00.000","00:30:00.000","0","0","0","0","0","0","0"
"2026-01-26","2352422",,"The Pancake Snob (West Chester Pike)","1147 West Chester Pike ","West Chester","PA","19382","2","0",,"0",,"0",,"46.46","0.00","0.00","0.00","46.46","2","1.000","2","1.000","0","0","2","00:02:00.000","00:00:00.000","00:14:30.000","00:31:30.000","0","0","0","0","0","0","0"
"2026-02-23","1938070",,"The Mexican Cocina","937 1st ave  ","New York","NY","10022","4","0",,"0",,"0",,"92.30","0.00","0.00","0.00","92.30","2","0.500","3","0.750","0","0","4","00:04:49.800","00:02:19.800","00:15:30.000","00:36:10.200","1","1","0","0","0","0","0"
"2026-02-02","11804904","Thomas S Boyland St","Stan's Burger Bar","116 Thomas S Boyland St  ","Brooklyn","NY","11233","1","0",,"0",,"0",,"21.37","0.00","0.00","0.00","21.37","0",,"0",,"0","0","1","00:01:00.000","00:01:00.000","00:18:00.000","00:41:00.000","0","0","0","0","0","0","0"
"2026-02-23","3309683","Hillside Ave","Bird's Burger Bar","164-01 Hillside Avenue  ","Jamaica","NY","11432","2","0",,"0",,"0",,"46.65","0.00","0.00","0.00","46.65","2","1.000","2","1.000","0","0","2","00:05:30.000","00:05:30.000","00:13:00.000","00:49:00.000","0","0","0","0","0","0","0"
"2026-02-16","2667898",,"Chuck's Cheesesteaks","300 8th Ave ","New York","NY","10001","1","0",,"0",,"0",,"34.97","0.00","0.00","0.00","34.97","1","1.000","1","1.000","0","0","1","00:04:00.000","00:00:00.000","00:04:00.000","00:15:00.000","0","0","0","0","0","0","0"
"2026-02-09","7104064","Pizza Zone","The Calzone Empire","3618 N Pennsylvania Ave  ","Oklahoma City","OK","73112","1","0",,"0",,"0",,"26.78","0.00","0.00","0.00","26.78","0",,"1","1.000","0","0","1","00:01:00.000","00:01:00.000","00:08:00.000","00:40:00.000","0","0","0","0","0","0","0"
"2026-02-16","9819560","245 E Houston St","The Dessert Dream","245 E Houston St  ","New York","NY","10002","3","0",,"0",,"0",,"68.54","0.00","0.00","0.00","68.54","2","0.667","1","0.333","0","0","3","00:03:40.200","00:00:40.200","00:13:19.800","00:25:19.800","0","0","0","0","0","0","0"
"2026-01-26","1939835",,"Heavens Chicken Wings","589 1st Avenue ","New York","NY","10016","1","0",,"0",,"0",,"19.98","0.00","0.00","0.00","19.98","0",,"0",,"0","0","1","00:10:00.000","00:10:00.000","00:08:00.000","01:40:00.000","0","0","0","0","0","0","0"
"2026-01-26","6891720","Wholesome Farms Market - 1306 Atlantic Ave","Green Leaf Salads","1306 Atlantic Ave  ","Brooklyn","NY","11216","1","0",,"0",,"0",,"23.47","0.00","0.00","0.00","23.47","0",,"0",,"0","0","1","00:13:00.000","00:00:00.000","00:14:00.000","00:28:00.000","0","0","0","0","0","0","0"
"2026-02-02","1946629",,"Village Breakfast Snob","59 4th Ave ","New York","NY","10003","7","0",,"0",,"0",,"160.80","0.00","0.00","0.00","160.80","1","0.143","7","1.000","0","0","7","00:04:54.000","00:00:00.000","00:08:36.000","00:22:42.000","1","1","0","0","0","0","0"
"2026-02-16","2383074",,"Chelsea's Breakfast Bar","244 W 14th St ","New York","NY","10011","1","0",,"0",,"0",,"27.94","0.00","0.00","0.00","27.94","0",,"1","1.000","0","0","1","00:04:00.000","00:00:00.000","00:14:00.000","00:32:00.000","0","0","0","0","0","0","0"
"2026-02-09","4514232","1741 1st Avenue","Hero Sandwich Shop","1741 1st Ave.  ","New York","NY","10128","1","0",,"0",,"0",,"25.97","0.00","0.00","0.00","25.97","1","1.000","1","1.000","0","0","1","00:01:00.000","00:00:00.000","00:18:00.000","00:29:00.000","0","0","0","0","0","0","0"
"2026-02-02","3311173","Madison Ave","Fiona's Breakfast Burritos","1404 Madison Ave  ","New York","NY","10029","1","0",,"0",,"0",,"8.97","0.00","0.00","0.00","8.97","0",,"0",,"0","0","1","00:07:00.000","00:00:00.000","00:10:00.000","00:22:00.000","0","0","0","0","0","0","0"
"2026-02-23","5930240","689 Broadway","Queen's Quesadillas","689 Broadway  ","New York","NY","10012","5","0",,"0",,"0",,"72.74","0.00","0.00","0.00","72.74","1","0.200","4","0.800","0","0","5","00:02:49.800","00:00:00.000","00:13:30.000","00:25:40.200","0","0","0","0","0","0","0"
"2026-02-02","3310399","W Greenway Rd","Kung Fu Chinese Kitchen","13011 W Greenway Rd  ","El Mirage","AZ","85335","1","0",,"0",,"0",,"14.09","0.00","0.00","0.00","14.09","0",,"1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:09:00.000","00:22:00.000","0","0","0","0","0","0","0"
"2026-02-09","3344337","301 W 96th St","Che Breakfast Cafe","301 W 96th St  ","New York","NY","10025","2","0",,"0",,"0",,"56.63","0.00","0.00","0.00","56.63","2","1.000","1","0.500","0","0","2","00:08:30.000","00:03:00.000","00:12:00.000","00:33:30.000","0","0","0","0","0","0","0"
"2026-02-23","2560752",,"The Pasta Twins","1147 West Chester Pike  ","West Chester","PA","19382","1","0",,"0",,"0",,"13.39","0.00","0.00","0.00","13.39","1","1.000","1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:12:00.000","00:30:00.000","0","0","0","0","0","0","0"
"2026-01-26","5314872","Golden Restaurant and Bakery-1849 N Scottsdale Rd","The Crimson Gyro","1849 N Scottsdale Rd  ","Scottsdale","AZ","85288","1","0",,"0",,"0",,"14.09","0.00","0.00","0.00","14.09","1","1.000","1","1.000","0","0","1",,,,,"0","0","0","0","0","0","0"
"2026-02-16","3325905","W 34th st","Marty's Wraps Shack","433 W 34th St  ","New York","NY","10001","2","0",,"0",,"0",,"39.98","0.00","0.00","0.00","39.98","1","0.500","1","0.500","0","0","2","00:01:30.000","00:00:00.000","00:09:30.000","00:22:30.000","0","0","0","0","0","0","0"
"2026-02-09","4510072","433 W 34th st","Sip On Smoothie","433 W 34th St.  ","New York","NY","10001","4","0",,"0",,"0",,"96.46","0.00","0.00","0.00","96.46","1","0.250","2","0.500","0","0","4","00:09:45.000","00:04:15.000","00:19:00.000","00:35:30.000","1","0","1","0","0","0","0"
"2026-02-02","2848423",,"Village Breakfast Snob (Bedford Ave)","265 Bedford Ave  ","Brooklyn","NY","11211","1","0",,"0",,"0",,"13.97","0.00","0.00","0.00","13.97","0",,"1","1.000","0","0","1","00:05:00.000","00:05:00.000","00:17:00.000","01:48:00.000","0","0","0","0","0","0","0"
"2026-02-16","3312408","Mowry Ave","The Burger Hole","3846 Mowry Ave  ","Fremont","CA","94538","1","0",,"0",,"0",,"43.96","0.00","0.00","0.00","43.96","0",,"1","1.000","0","0","1","00:01:00.000","00:00:00.000","00:21:00.000","00:34:00.000","0","0","0","0","0","0","0"
"2026-02-09","3310093","1st Avenue","Fiona's French Toast","589 1st Ave.  ","New York","NY","10016","5","0",,"0",,"0",,"136.88","0.00","0.00","0.00","136.88","2","0.400","4","0.800","0","0","5","00:03:30.000","00:00:40.200","00:13:10.200","00:35:49.800","0","0","0","0","0","0","0"
"2026-02-23","10938144","E Anaheim St","Sarah's Breakfast Bar","2841 E Anaheim St  ","Long Beach","CA","90804","1","0",,"0",,"0",,"21.07","0.00","0.00","0.00","21.07","0",,"0",,"0","0","1","00:02:00.000","00:02:00.000","00:13:00.000","00:40:00.000","0","0","0","0","0","0","0"
"2026-02-02","3310218","E Bell Rd #132","The Chinese Joint","4015 E Bell Rd  ","Phoenix","AZ","85032","1","0",,"0",,"0",,"23.98","0.00","0.00","0.00","23.98","0",,"1","1.000","0","0","1","00:01:00.000","00:00:00.000","00:09:00.000","00:20:00.000","0","0","0","0","0","0","0"
"2026-02-23","3309272","Washington Blvd","Super Burrito Bar","109 Washington Blvd  ","Marina del Rey","CA","90292","1","0",,"0",,"0",,"6.69","0.00","0.00","0.00","6.69","0",,"1","1.000","0","0","1","00:01:00.000","00:01:00.000","00:04:00.000","00:27:00.000","0","0","0","0","0","0","0"
"2026-02-23","7102536","Golden State Pizza & Grill - 3349 Mission St","Henry's Chicken Wings","3349 Mission St  ","San Francisco","CA","94110","1","0",,"0",,"0",,"25.47","0.00","0.00","0.00","25.47","0",,"1","1.000","0","0","1","00:00:00.000","00:00:00.000","00:06:00.000","00:27:00.000","0","0","0","0","0","0","0"
"2026-02-09","9824224","1st","Stella's Slammin' Burgers","937 1st Ave.  ","New York","NY","10022","1","0",,"0",,"0",,"49.05","0.00","0.00","0.00","49.05","0",,"1","1.000","0","0","1","00:02:00.000","00:02:00.000","00:14:00.000","00:41:00.000","0","0","0","0","0","0","0"
"2026-02-23","3310448","3rd Ave","The French Fries God","1760 3rd Ave  ","New York","NY","10029","2","0",,"0",,"0",,"38.02","0.00","0.00","0.00","38.02","0",,"1","0.500","0","0","2","00:05:30.000","00:00:00.000","00:28:30.000","00:41:00.000","0","0","0","0","0","0","0"
