Start Date,End Date,Store ID,Store Name,Merchant Supplied ID,Downtime Category - Short,Downtime Category - Description,Minutes Downtime
2026-02-01,2026-02-28,34341891,Sunny's Sandwich Bistro,34341891,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,34342097,The Salad Prince (135 E 125th St),34342097,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,34343091,Belgian Waffle Bar,34343091,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,34343091,Belgian Waffle Bar,34343091,UNCATEGORIZED,N/A,124
2026-02-01,2026-02-28,34343685,Leon's Legendary Pizza (3349 Mission St),34343685,UNCATEGORIZED,N/A,63
2026-02-01,2026-02-28,34344089,Village Wraps Snob,34344089,Store Closure,Store Closure - Bad Weather or Power Outage,841
2026-02-01,2026-02-28,34344153,Village Quesadilla,34344153,Store Closure,Store Closure - Bad Weather or Power Outage,89
2026-02-01,2026-02-28,34344579,Big Ease Smoothies,34344579,Store Closure,Store Closure - Bad Weather or Power Outage,315
2026-02-01,2026-02-28,34344990,Original Burger Bar,34344990,UNCATEGORIZED,N/A,210
2026-02-01,2026-02-28,34345601,Kevins Cheesesteaks,34345601,UNCATEGORIZED,N/A,210
2026-02-01,2026-02-28,34345716,The Hot Dog Village,34345716,UNCATEGORIZED,N/A,180
2026-02-01,2026-02-28,34345807,Breakfast Burrito Floozy,34345807,UNCATEGORIZED,N/A,210
2026-02-01,2026-02-28,34346369,Blake's Dessert Lounge,34346369,UNCATEGORIZED,N/A,511
2026-02-01,2026-02-28,34346369,Blake's Dessert Lounge,34346369,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,34346511,Jolie's Mediterranean Kitchen (1338 Polk St),34346511,UNCATEGORIZED,N/A,632
2026-02-01,2026-02-28,34346795,Fresh N Fruity Smoothies,34346795,Store Closure,Store Closure - Bad Weather or Power Outage,541
2026-02-01,2026-02-28,34347671,Bobby's Caribbean Grill,34347671,Store Closure,Store Closure - Bad Weather or Power Outage,15
2026-02-01,2026-02-28,34347679,Mac's Cheese Factory,34347679,Store Closure,Store Closure - Bad Weather or Power Outage,15
2026-02-01,2026-02-28,34348517,Top Notch Sandwiches,34348517,UNCATEGORIZED,N/A,717
2026-02-01,2026-02-28,34348517,Top Notch Sandwiches,34348517,Store Closure,Store Closure - Dasher Reported,18
2026-02-01,2026-02-28,34348661,Mary's Chicken Sandwiches,34348661,UNCATEGORIZED,N/A,660
2026-02-01,2026-02-28,34348667,Bird's Burger Bar,34348667,Store Closure,Store Closure - Bad Weather or Power Outage,421
2026-02-01,2026-02-28,34348671,Olivia's Sandwich Shack,34348671,Store Closure,Store Closure - Bad Weather or Power Outage,433
2026-02-01,2026-02-28,34348845,Aldo's Wraps Spot,34348845,Store Closure,Store Closure - Bad Weather or Power Outage,421
2026-02-01,2026-02-28,34348849,Brenda's Panini Palace,34348849,Store Closure,Store Closure - Bad Weather or Power Outage,421
2026-02-01,2026-02-28,34348863,The Burger Bae,34348863,Store Closure,Store Closure - Merchant Reported,1425
2026-02-01,2026-02-28,34348863,The Burger Bae,34348863,Store Closure,Store Closure - Bad Weather or Power Outage,841
2026-02-01,2026-02-28,34348867,The Burger Blade,34348867,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,34348867,The Burger Blade,34348867,UNCATEGORIZED,N/A,124
2026-02-01,2026-02-28,34349143,The Chicken Affair - 135 E 125th St,34349143,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,34349143,The Chicken Affair - 135 E 125th St,34349143,Store Closure,Store Closure - Dasher Reported,21
2026-02-01,2026-02-28,34349153,The Omelette Farm,34349153,Store Closure,Store Closure - Bad Weather or Power Outage,421
2026-02-01,2026-02-28,34349399,Bosscat Breakfast,34349399,Store Closure,Store Closure - Bad Weather or Power Outage,105
2026-02-01,2026-02-28,34349403,Haley's Heavenly Burgers,34349403,Store Closure,Store Closure - Bad Weather or Power Outage,105
2026-02-01,2026-02-28,34349411,Top Panini Shop,34349411,Store Closure,Store Closure - Bad Weather or Power Outage,105
2026-02-01,2026-02-28,35115667,Fierce Chicken Sandwich (589 1st Avenue),35115667,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,35115667,Fierce Chicken Sandwich (589 1st Avenue),35115667,UNCATEGORIZED,N/A,120
2026-02-01,2026-02-28,35117383,Luigi's Pasta Ristorante,35117383,UNCATEGORIZED,N/A,471
2026-02-01,2026-02-28,35117591,NY Smoothie Joint,35117591,UNCATEGORIZED,N/A,1046
2026-02-01,2026-02-28,35117591,NY Smoothie Joint,35117591,Store Closure,Store Closure - Bad Weather or Power Outage,757
2026-02-01,2026-02-28,35117591,NY Smoothie Joint,35117591,Store Issue,Auto Pause - High Avoidable and/or POS Cancellation Rate,60
2026-02-01,2026-02-28,35117657,The Smoothie Squeeze (589 1st Avenue),35117657,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,35117657,The Smoothie Squeeze (589 1st Avenue),35117657,UNCATEGORIZED,N/A,120
2026-02-01,2026-02-28,35170143,Big Ease Smoothies,35170143,UNCATEGORIZED,N/A,474
2026-02-01,2026-02-28,35170821,City Life Breakfast,35170821,Store Closure,Store Closure - Bad Weather or Power Outage,461
2026-02-01,2026-02-28,35171571,Cherry's Chic Desserts,35171571,UNCATEGORIZED,N/A,1047
2026-02-01,2026-02-28,35171571,Cherry's Chic Desserts,35171571,Store Closure,Store Closure - Bad Weather or Power Outage,461
2026-02-01,2026-02-28,35371505,Breakfast Sandwich Express,35371505,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,35371677,Bri's Breakfast Bar,35371677,Store Closure,Store Closure - Dasher Reported,828
2026-02-01,2026-02-28,35371677,Bri's Breakfast Bar,35371677,Store Closure,Store Closure - Bad Weather or Power Outage,255
2026-02-01,2026-02-28,35372523,Che Breakfast Cafe (689 Broadway),35372523,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,35446349,Chief's Cheesesteaks,35446349,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,35449419,Italian Pasta Lounge (119 Park Ave),35449419,Store Closure,Store Closure - Bad Weather or Power Outage,75
2026-02-01,2026-02-28,35449419,Italian Pasta Lounge (119 Park Ave),35449419,Store Closure,Store Closure - Dasher Reported,54
2026-02-01,2026-02-28,35449925,John's Pizza Den,35449925,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,30
2026-02-01,2026-02-28,35457947,Sal's Smoothie Spot,35457947,UNCATEGORIZED,N/A,984
2026-02-01,2026-02-28,35457947,Sal's Smoothie Spot,35457947,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,35457947,Sal's Smoothie Spot,35457947,Store Closure,Store Closure - Dasher Reported,15
2026-02-01,2026-02-28,35458185,The Burger Bae (1201 Randall Avenue),35458185,Store Closure,Store Closure - Bad Weather or Power Outage,405
2026-02-01,2026-02-28,35460305,Top Notch Sandwiches,35460305,UNCATEGORIZED,N/A,926
2026-02-01,2026-02-28,35460305,Top Notch Sandwiches,35460305,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,35464155,Big E's Wraps (2126 Caton Ave),35464155,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,35464965,Sandwich On Fleek (2126 Caton Ave),35464965,Store Closure,Store Closure - Bad Weather or Power Outage,850
2026-02-01,2026-02-28,35492905,Chicken Sandwich Loft,35492905,Store Closure,Store Closure - Bad Weather or Power Outage,854
2026-02-01,2026-02-28,35492905,Chicken Sandwich Loft,35492905,Store Issue,Auto Pause - High Avoidable and/or POS Cancellation Rate,59
2026-02-01,2026-02-28,35493035,Exquisite Bowls,35493035,Store Closure,Store Closure - Bad Weather or Power Outage,854
2026-02-01,2026-02-28,35493165,Philly Cheesesteak Artists,35493165,Store Closure,Store Closure - Bad Weather or Power Outage,854
2026-02-01,2026-02-28,35493165,Philly Cheesesteak Artists,35493165,Store Issue,Auto Pause - High Avoidable and/or POS Cancellation Rate,60
2026-02-01,2026-02-28,35493370,Palm Tree Acai (717 S Battlefield Blvd),35493370,UNCATEGORIZED,N/A,223
2026-02-01,2026-02-28,35493471,Aldo's Wraps Spot,35493471,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,35493879,Salad Kreation,35493879,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,35493988,Top Panini Shop,35493988,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,35634189,Stan's Burger Bar,35634189,UNCATEGORIZED,N/A,1074
2026-02-01,2026-02-28,35637482,John's Pizza Den,35637482,UNCATEGORIZED,N/A,516
2026-02-01,2026-02-28,35637721,Chicken Sandwich Loft,35637721,Store Closure,Store Closure - Bad Weather or Power Outage,854
2026-02-01,2026-02-28,35638047,NY Smoothie Joint,35638047,Store Closure,Store Closure - Bad Weather or Power Outage,854
2026-02-01,2026-02-28,35638047,NY Smoothie Joint,35638047,Store Closure,Store Closure - Dasher Reported,288
2026-02-01,2026-02-28,35638263,Pardon My Panini,35638263,Store Closure,Store Closure - Merchant Reported,8057
2026-02-01,2026-02-28,35638263,Pardon My Panini,35638263,Store Closure,Store Closure - Bad Weather or Power Outage,854
2026-02-01,2026-02-28,35638263,Pardon My Panini,35638263,Store Issue,Auto Pause - High Avoidable and/or POS Cancellation Rate,60
2026-02-01,2026-02-28,35639462,Martha's Pancake Bar,35639462,UNCATEGORIZED,N/A,93
2026-02-01,2026-02-28,35639813,Quinten's Quinoa Bowls (937 1st Avenue),35639813,Store Closure,Store Closure - Bad Weather or Power Outage,852
2026-02-01,2026-02-28,35647715,The Italian Pizza Co,35647715,UNCATEGORIZED,N/A,300
2026-02-01,2026-02-28,35648661,Priyanka's Vegan Indian,35648661,UNCATEGORIZED,N/A,209
2026-02-01,2026-02-28,35648739,Divya's Indian Restaurant,35648739,Store Closure,Store Closure - Dasher Reported,706
2026-02-01,2026-02-28,35648739,Divya's Indian Restaurant,35648739,UNCATEGORIZED,N/A,656
2026-02-01,2026-02-28,35652838,Japan's Bento Box,35652838,UNCATEGORIZED,N/A,94
2026-02-01,2026-02-28,35666693,The Burger Project,35666693,Store Closure,Store Closure - Bad Weather or Power Outage,852
2026-02-01,2026-02-28,35666855,The Calzone Empire,35666855,UNCATEGORIZED,N/A,556
2026-02-01,2026-02-28,35667913,Bart's Breakfast Sandwiches (158 DELANCEY STREET),35667913,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,35668217,Big E's Wraps,35668217,Store Closure,Store Closure - Bad Weather or Power Outage,852
2026-02-01,2026-02-28,35668631,Gourmet Omelette Bar,35668631,Store Closure,Store Closure - Bad Weather or Power Outage,854
2026-02-01,2026-02-28,35668744,Stan's Burger Bar (158 DELANCEY STREET),35668744,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,35668945,Fierce Chicken Sandwich (6413 Hillcrest Ave),35668945,UNCATEGORIZED,N/A,299
2026-02-01,2026-02-28,35669185,Sun's Up Breakfast Wraps,35669185,Store Closure,Store Closure - Bad Weather or Power Outage,852
2026-02-01,2026-02-28,35670053,Cheesy Mac Factory,35670053,UNCATEGORIZED,N/A,299
2026-02-01,2026-02-28,35681291,Suzanne's Sub Sandwiches,35681291,UNCATEGORIZED,N/A,694
2026-02-01,2026-02-28,35681661,Fierce Chicken Sandwich,35681661,UNCATEGORIZED,N/A,694
2026-02-01,2026-02-28,35686889,The Hot Dog Village,35686889,UNCATEGORIZED,N/A,681
2026-02-01,2026-02-28,35686889,The Hot Dog Village,35686889,Store Closure,Store Closure - Dasher Reported,40
2026-02-01,2026-02-28,35743615,Chicken Sandwich Loft (2138 W National Ave),35743615,UNCATEGORIZED,N/A,141
2026-02-01,2026-02-28,35754581,Breakfast Burrito Joint (31-00 47th Ave),35754581,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,35756038,CJ's Breakfast Sandwich (31-00 47th Ave),35756038,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,35757955,House of Paninis,35757955,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,35758085,The Salad Dream (31-00 47th Ave),35758085,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,35808175,Green Leaf Salads (277 Gold Street),35808175,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,35808351,Wonka's Smoothie Bar,35808351,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,35809781,Fierce Chicken Sandwich,35809781,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,35810277,Carmen's Breakfast Burritos,35810277,UNCATEGORIZED,N/A,629
2026-02-01,2026-02-28,35853264,Louie's Cheesesteaks,35853264,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,35853343,Jewel's Breakfast Joint,35853343,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,35853477,Princess Panini (1219 1st Avenue),35853477,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,35853665,Original Burger Bar,35853665,Store Closure,Store Closure - Bad Weather or Power Outage,315
2026-02-01,2026-02-28,35853725,The Minister Wraps,35853725,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,35853841,Notch My Sandwich,35853841,Store Closure,Store Closure - Bad Weather or Power Outage,315
2026-02-01,2026-02-28,35854061,Fallon's Fried Chicken,35854061,UNCATEGORIZED,N/A,1775
2026-02-01,2026-02-28,35854363,The Breakfast Skillet,35854363,Store Closure,Store Closure - Bad Weather or Power Outage,315
2026-02-01,2026-02-28,35855559,Wonka's Smoothie Bar,35855559,Store Closure,Store Closure - Bad Weather or Power Outage,848
2026-02-01,2026-02-28,35855567,Bart's Breakfast Sandwiches,35855567,Store Closure,Store Closure - Bad Weather or Power Outage,315
2026-02-01,2026-02-28,35868685,The Village Breakfast,35868685,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,35868827,Sip On Smoothie,35868827,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,35869949,Stan's Burger Bar,35869949,Store Closure,Store Closure - Bad Weather or Power Outage,848
2026-02-01,2026-02-28,35870081,Breakfast Burrito Joint,35870081,UNCATEGORIZED,N/A,239
2026-02-01,2026-02-28,35870081,Breakfast Burrito Joint,35870081,Store Too Busy,Auto Pause - High Avoidable Dasher Wait Time,59
2026-02-01,2026-02-28,35901427,The Juice Empire,35901427,Store Closure,Store Closure - Bad Weather or Power Outage,315
2026-02-01,2026-02-28,36017463,NY Breakfast Spot,36017463,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,36018567,Local Vegetarian Cafe (1219 1st Avenue),36018567,Store Closure,Store Closure - Bad Weather or Power Outage,315
2026-02-01,2026-02-28,36019345,Chris's Chicken Tenders,36019345,UNCATEGORIZED,N/A,1113
2026-02-01,2026-02-28,36019785,Hill Top Sandwich,36019785,Store Closure,Store Closure - Bad Weather or Power Outage,851
2026-02-01,2026-02-28,36019835,Danny's Desserts (4352 E Speedway Blvd),36019835,UNCATEGORIZED,N/A,239
2026-02-01,2026-02-28,36020849,Panini Fantasy (300 The Village),36020849,Store Issue,Unhealthy Operations Rate,11730
2026-02-01,2026-02-28,36030515,The Smoothie Savage (1404 Madison Ave),36030515,Store Closure,Store Closure - Bad Weather or Power Outage,315
2026-02-01,2026-02-28,36030569,Breakfast N Vibe,36030569,UNCATEGORIZED,N/A,142
2026-02-01,2026-02-28,36031239,Burrito Lovers Bar,36031239,UNCATEGORIZED,N/A,142
2026-02-01,2026-02-28,36031291,Nino's Nacho Bar,36031291,UNCATEGORIZED,N/A,142
2026-02-01,2026-02-28,36031368,Tia's Tortas,36031368,UNCATEGORIZED,N/A,142
2026-02-01,2026-02-28,36031447,First Light Breakfast Cafe (877 10th Ave),36031447,Store Closure,Store Closure - Bad Weather or Power Outage,491
2026-02-01,2026-02-28,36033683,Mary's Chicken Sandwiches,36033683,UNCATEGORIZED,N/A,694
2026-02-01,2026-02-28,36033801,Che Breakfast Cafe,36033801,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,36033935,Chicken Sandwich Loft,36033935,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,36034031,Fiesta Mexican Spot,36034031,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,36034113,Jen's Burger Blaze,36034113,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,36118675,Antonio's Quesadilla Shack,36118675,UNCATEGORIZED,N/A,41
2026-02-01,2026-02-28,36118791,Arturo's Burrito Bowls,36118791,UNCATEGORIZED,N/A,41
2026-02-01,2026-02-28,36119351,Selena's Torta Shack,36119351,UNCATEGORIZED,N/A,41
2026-02-01,2026-02-28,36237043,Aldo's Wraps Spot (93 Avenue A),36237043,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,36237363,Big Ease Smoothies (93 Avenue A),36237363,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,36238018,Halal Gyro Lab (93 Avenue A),36238018,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,36238219,Sasha's Sandwiches (93 Avenue A),36238219,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,36254687,The Burger Hole (1213 Amsterdam Ave),36254687,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,36255055,High Life Breakfast Sandwiches (1213 Amsterdam Ave),36255055,Store Closure,Store Closure - Dasher Reported,433
2026-02-01,2026-02-28,36255055,High Life Breakfast Sandwiches (1213 Amsterdam Ave),36255055,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,36255253,Sam's Scrumptious Subs (1213 Amsterdam Ave),36255253,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,36255933,Chicken Sandwich Loft,36255933,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,36255933,Chicken Sandwich Loft,36255933,Store Closure,Store Closure - Dasher Reported,64
2026-02-01,2026-02-28,36256107,Local Breakfast Spot,36256107,Store Closure,Store Closure - Bad Weather or Power Outage,853
2026-02-01,2026-02-28,36256561,Daybreak Breakfast Club,36256561,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,36256793,Top Notch Sandwiches (164-01 Hillside Ave) MAIN,36256793,Store Closure,Store Closure - Bad Weather or Power Outage,839
2026-02-01,2026-02-28,36364633,Big Ease Smoothies,36364633,UNCATEGORIZED,N/A,22
2026-02-01,2026-02-28,36364663,First Light Breakfast Cafe,36364663,UNCATEGORIZED,N/A,72
2026-02-01,2026-02-28,36364727,Sarah's Salad Bar,36364727,UNCATEGORIZED,N/A,72
2026-02-01,2026-02-28,36364737,Breakfast Burrito Snob,36364737,UNCATEGORIZED,N/A,175
2026-02-01,2026-02-28,36364773,Fierce Chicken Sandwich,36364773,UNCATEGORIZED,N/A,147
2026-02-01,2026-02-28,36364899,Holly's Burger Bar,36364899,UNCATEGORIZED,N/A,147
2026-02-01,2026-02-28,36520311,Chicken Sandwich Loft,36520311,UNCATEGORIZED,N/A,556
2026-02-01,2026-02-28,36523281,Frank's Philly Cheesesteaks,36523281,UNCATEGORIZED,N/A,556
2026-02-01,2026-02-28,36524057,Pizza Thriller,36524057,UNCATEGORIZED,N/A,556
2026-02-01,2026-02-28,36587123,Daybreak Breakfast Club,36587123,UNCATEGORIZED,N/A,970
2026-02-01,2026-02-28,36587367,Aldo's Wraps Spot,36587367,UNCATEGORIZED,N/A,1035
2026-02-01,2026-02-28,36727494,The Sandwich Cafe,36727494,UNCATEGORIZED,N/A,667
2026-02-01,2026-02-28,37012189,The Smooth Eaze,37012189,UNCATEGORIZED,N/A,838
2026-02-01,2026-02-28,37012189,The Smooth Eaze,37012189,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,37182777,Palm Tree Acai,37182777,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,37375303,Bosscat Burgers,37375303,UNCATEGORIZED,N/A,289
2026-02-01,2026-02-28,37375303,Bosscat Burgers,37375303,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,37375475,Carmen's Breakfast Burrito,37375475,UNCATEGORIZED,N/A,289
2026-02-01,2026-02-28,37375475,Carmen's Breakfast Burrito,37375475,Store Closure,Store Closure - Bad Weather or Power Outage,270
2026-02-01,2026-02-28,37375655,Fierce Chicken Sandwich,37375655,UNCATEGORIZED,N/A,289
2026-02-01,2026-02-28,37375655,Fierce Chicken Sandwich,37375655,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,37375845,High Life Breakfast Sandwiches,37375845,UNCATEGORIZED,N/A,289
2026-02-01,2026-02-28,37375845,High Life Breakfast Sandwiches,37375845,Store Closure,Store Closure - Bad Weather or Power Outage,165
2026-02-01,2026-02-28,37375983,Italian Pasta Lounge,37375983,UNCATEGORIZED,N/A,289
2026-02-01,2026-02-28,37375983,Italian Pasta Lounge,37375983,Store Closure,Store Closure - Bad Weather or Power Outage,270
2026-02-01,2026-02-28,37376175,Mary's Omelette Bar,37376175,UNCATEGORIZED,N/A,289
2026-02-01,2026-02-28,37376175,Mary's Omelette Bar,37376175,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,37376363,Patricia's Paninis,37376363,UNCATEGORIZED,N/A,289
2026-02-01,2026-02-28,37376363,Patricia's Paninis,37376363,Store Closure,Store Closure - Bad Weather or Power Outage,270
2026-02-01,2026-02-28,37376533,Sarah's Salad Bar,37376533,UNCATEGORIZED,N/A,289
2026-02-01,2026-02-28,37376533,Sarah's Salad Bar,37376533,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,37376751,The Smoothie Squeeze,37376751,UNCATEGORIZED,N/A,289
2026-02-01,2026-02-28,37376751,The Smoothie Squeeze,37376751,Store Closure,Store Closure - Bad Weather or Power Outage,285
2026-02-01,2026-02-28,37412641,Luke's Breakfast Club,37412641,Store Closure,Store Closure - Dasher Reported,248
2026-02-01,2026-02-28,37413325,Fierce Chicken Sandwich,37413325,UNCATEGORIZED,N/A,5728
2026-02-01,2026-02-28,37413325,Fierce Chicken Sandwich,37413325,Store Closure,Store Closure - Bad Weather or Power Outage,849
2026-02-01,2026-02-28,37413841,Exquisite Bowls,37413841,UNCATEGORIZED,N/A,6108
2026-02-01,2026-02-28,37413841,Exquisite Bowls,37413841,Store Closure,Store Closure - Dasher Reported,1369
2026-02-01,2026-02-28,37413841,Exquisite Bowls,37413841,Store Closure,Store Closure - Bad Weather or Power Outage,849
2026-02-01,2026-02-28,37414009,Chicken Sandwich Loft,37414009,Store Closure,Store Closure - Dasher Reported,776
2026-02-01,2026-02-28,37414009,Chicken Sandwich Loft,37414009,Store Closure,Store Closure - Bad Weather or Power Outage,579
2026-02-01,2026-02-28,37414343,Despicable Wraps,37414343,UNCATEGORIZED,N/A,5728
2026-02-01,2026-02-28,37414343,Despicable Wraps,37414343,Store Closure,Store Closure - Bad Weather or Power Outage,849
2026-02-01,2026-02-28,37414507,The Salad Dream,37414507,Store Closure,Store Closure - Bad Weather or Power Outage,564
2026-02-01,2026-02-28,37414755,Wraps on Tap,37414755,Store Closure,Store Closure - Dasher Reported,622
2026-02-01,2026-02-28,37414755,Wraps on Tap,37414755,Store Closure,Store Closure - Bad Weather or Power Outage,445
2026-02-01,2026-02-28,37530643,Chucks Cheesecakes (682 Morris Park Avenue),37530643,Store Closure,Store Closure - Bad Weather or Power Outage,345
2026-02-01,2026-02-28,37530643,Chucks Cheesecakes (682 Morris Park Avenue),37530643,UNCATEGORIZED,N/A,165
2026-02-01,2026-02-28,37530982,The Burger Hole (277 Gold Street) ,37530982,Store Closure,Store Closure - Bad Weather or Power Outage,848
2026-02-01,2026-02-28,37531899,Holly's Burger Bar,37531899,UNCATEGORIZED,N/A,63
2026-02-01,2026-02-28,37532343,Two Hand Burger,37532343,Store Closure,Store Closure - Bad Weather or Power Outage,249
2026-02-01,2026-02-28,37532343,Two Hand Burger,37532343,Store Closure,Store Closure - Dasher Reported,178
2026-02-01,2026-02-28,37532867,Luke's Breakfast Wraps (93 Avenue A),37532867,Store Closure,Store Closure - Bad Weather or Power Outage,848
2026-02-01,2026-02-28,37565941,Addictive Burger Bar,37565941,Store Closure,Store Closure - Dasher Reported,1117
2026-02-01,2026-02-28,37566393,Erica's Shake Shack,37566393,Store Closure,Store Closure - Bad Weather or Power Outage,134
2026-02-01,2026-02-28,37566393,Erica's Shake Shack,37566393,Store Closure,Store Closure - Dasher Reported,12
2026-02-01,2026-02-28,37619977,Holy Grail Omelettes,37619977,Store Issue,Auto Pause - Tablet Detected Offline,2751
2026-02-01,2026-02-28,37619977,Holy Grail Omelettes,37619977,Store Closure,Store Closure - Bad Weather or Power Outage,58
2026-02-01,2026-02-28,37620683,Olivia's Sandwich Shack,37620683,Store Issue,Auto Pause - Tablet Detected Offline,487
2026-02-01,2026-02-28,37620683,Olivia's Sandwich Shack,37620683,Store Closure,Store Closure - Bad Weather or Power Outage,58
2026-02-01,2026-02-28,37625025,The Chopped Salad,37625025,Store Issue,Auto Pause - Tablet Detected Offline,19711
2026-02-01,2026-02-28,37625025,The Chopped Salad,37625025,Store Closure,Store Closure - Bad Weather or Power Outage,58
2026-02-01,2026-02-28,37625155,Wonka's Smoothie Bar,37625155,Store Issue,Auto Pause - Tablet Detected Offline,2133
2026-02-01,2026-02-28,37625155,Wonka's Smoothie Bar,37625155,Store Closure,Store Closure - Bad Weather or Power Outage,58
2026-02-01,2026-02-28,37993253,Bosscat Burgers,37993253,Store Closure,Store Closure - Bad Weather or Power Outage,332
2026-02-01,2026-02-28,37993457,Chicken Sandwich Loft,37993457,Store Closure,Store Closure - Bad Weather or Power Outage,332
2026-02-01,2026-02-28,37993786,Green Leaf Salads (6806 Roosevelt Ave),37993786,Store Closure,Store Closure - Bad Weather or Power Outage,332
2026-02-01,2026-02-28,37994093,Aldo's Wraps Spot,37994093,UNCATEGORIZED,N/A,168
2026-02-01,2026-02-28,37994405,Fierce Chicken Sandwich,37994405,UNCATEGORIZED,N/A,168
2026-02-01,2026-02-28,37994615,Holly's Burger Bar,37994615,UNCATEGORIZED,N/A,168
2026-02-01,2026-02-28,37994857,Italian Pasta Lounge,37994857,UNCATEGORIZED,N/A,168
2026-02-01,2026-02-28,37994992,The Calzone Empire,37994992,UNCATEGORIZED,N/A,168
2026-02-01,2026-02-28,37995313,The Italian Pizza Co,37995313,UNCATEGORIZED,N/A,168
2026-02-01,2026-02-28,37995477,The Sandwich Cafe,37995477,UNCATEGORIZED,N/A,168
2026-02-01,2026-02-28,38055951,Stromboli House,38055951,UNCATEGORIZED,N/A,168
2026-02-01,2026-02-28,38210463,Fierce Chicken Sandwich (766 Grand St),38210463,Store Closure,Store Closure - Bad Weather or Power Outage,376
2026-02-01,2026-02-28,38211325,Fiona's Ultimate Wraps (766 Grand St),38211325,Store Closure,Store Closure - Bad Weather or Power Outage,285
