Start Date,End Date,Store Name,Store ID,Business ID,Merchant Supplied ID,Total Orders Including Cancelled Orders,Total Delivered or Picked Up Orders,Total Missing or Incorrect Orders,Missing/Incorrect %,Total Error Charges,Total Cancelled Orders,Total Cancellation Rate %,Total Avoidable Cancellations,Avoidable Cancellation Rate %,Point of Sale Error Rate %,Average Avoidable Dasher Wait,Average Dasher Wait,Average Delivery Time (ASAP),Uptime %,Downtime %,Total Downtime in Minutes,Average Rating,Total Number of Ratings Received in Period of Time,Total 1 Star Ratings,Total 5 Star Ratings,Number of Dislikes,Number of Loved,Percentage of Loved,Currency,Average ASAP Minutes
2026-02-01,2026-02-28,The Burger Project (2511 Washington Blvd),27667605,656018,27667605,12,12,0,0.00,0.00,0,0.00,0,0.00,0.00,1.43,4.52,60.50,100.0,0.0,0,NULL,5,NULL,NULL,4,0,0.00,USD,60.41
2026-02-01,2026-02-28,The Burger Project (440 10th Ave),27667606,656018,27667606,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Burger Stack (330 W Broadway),2291140,665003,NULL,2,0,0,0.00,0.00,2,100.00,1,50.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,The Burger Trilogy  (San Francisco),969305,430192,NULL,70,68,2,2.94,13.86,2,2.86,1,1.43,0.00,0.69,2.42,41.04,100.0,0.0,0,NULL,6,NULL,NULL,1,2,33.33,USD,41.19
2026-02-01,2026-02-28,The Burger Trilogy (1969 Bronxdale Ave),1459219,430192,NULL,13,13,0,0.00,0.00,0,0.00,0,0.00,0.00,1.22,3.32,42.69,97.61,2.39,962,NULL,0,NULL,NULL,0,0,0.00,USD,42.82
2026-02-01,2026-02-28,The Burrito Bae (4th Ave),23556050,331640,23556050,4,4,0,0.00,0.00,0,0.00,0,0.00,0.00,0.04,4.32,33.00,99.07,0.93,345,NULL,0,NULL,NULL,0,0,0.00,USD,33.02
2026-02-01,2026-02-28,The Burrito Bae (916 Hempstead Turnpike),33895557,331640,33895557,6,5,0,0.00,0.00,1,16.67,1,16.67,0.00,0.58,6.07,44.60,99.33,0.67,135,NULL,0,NULL,NULL,0,0,0.00,USD,44.65
2026-02-01,2026-02-28,The Burrito Co (4352 E Speedway Blvd),27682669,732078,27682669,15,15,0,0.00,0.00,0,0.00,0,0.00,0.00,1.24,4.74,40.93,99.62,0.38,149,NULL,1,NULL,NULL,0,1,100.00,USD,41.02
2026-02-01,2026-02-28,The Burrito Snob,1595687,308705,128,5,2,0,0.00,0.00,3,60.00,3,60.00,0.00,0.00,3.53,29.50,80.81,19.19,1520,NULL,0,NULL,NULL,0,0,0.00,USD,29.41
2026-02-01,2026-02-28,"The Burrito Snob (Woodland, CA)",1097102,308705,NULL,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Cali Calzone,36730843,673879,36730843,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,4.40,50.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,49.83
2026-02-01,2026-02-28,The Cali Calzone,33950261,673879,33950261,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,5.27,43.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,43.23
2026-02-01,2026-02-28,The Cali Calzone (1116 Polk St),33016661,673879,33016661,6,6,0,0.00,0.00,0,0.00,0,0.00,0.00,4.75,8.51,37.50,99.57,0.43,77,NULL,0,NULL,NULL,0,0,0.00,USD,37.54
2026-02-01,2026-02-28,The Cali Calzone (2624 Pico Blvd),31671737,673879,31671737,24,24,0,0.00,0.00,0,0.00,0,0.00,0.00,6.20,7.50,42.04,99.88,0.12,30,NULL,3,NULL,NULL,0,1,33.33,USD,41.17
2026-02-01,2026-02-28,The Cali Calzone (4507 West Coast Hwy),40119617,673879,40119617,3,3,0,0.00,0.00,0,0.00,0,0.00,0.00,1.31,3.38,40.67,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,40.79
2026-02-01,2026-02-28,The Calzone Empire,33950295,852992,33950295,17,16,0,0.00,0.00,1,5.88,0,0.00,0.00,1.68,5.57,40.31,99.5,0.5,126,NULL,1,NULL,NULL,0,0,0.00,USD,40.17
2026-02-01,2026-02-28,The Calzone Empire,35666855,852992,35666855,7,7,0,0.00,0.00,0,0.00,0,0.00,0.00,4.31,5.95,42.00,96.93,3.07,556,NULL,1,NULL,NULL,0,0,0.00,USD,41.81
2026-02-01,2026-02-28,The Calzone Empire,37994992,852992,37994992,5,5,0,0.00,0.00,0,0.00,0,0.00,0.00,3.25,4.97,44.20,99.05,0.95,168,NULL,0,NULL,NULL,0,0,0.00,USD,44.11
2026-02-01,2026-02-28,The Calzone Empire,33950297,852992,33950297,10,10,0,0.00,0.00,0,0.00,0,0.00,0.00,1.42,2.65,41.90,99.72,0.28,45,NULL,4,NULL,NULL,1,1,25.00,USD,41.99
2026-02-01,2026-02-28,The Calzone Empire (18300 Vanowen Street Suite 3),31314365,852992,31314365,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,49.00,98.45,1.55,430,NULL,0,NULL,NULL,0,0,0.00,USD,48.70
2026-02-01,2026-02-28,The Calzone Empire (2511 Washington Blvd),27667607,852992,27667607,11,11,0,0.00,0.00,0,0.00,0,0.00,0.00,3.12,5.40,51.27,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,51.18
2026-02-01,2026-02-28,The Calzone Empire (4663 Trousdale Dr),33898959,852992,33898959,4,0,0,0.00,0.00,4,100.00,4,100.00,0.00,0.00,0.00,0.00,98.82,1.18,284,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,The Calzone Empire (7121 West US Highway 90 Suite #210),24974719,852992,24974719,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,0.31,1.91,76.00,81.85,18.15,2273,NULL,0,NULL,NULL,0,0,0.00,USD,76.27
2026-02-01,2026-02-28,The Calzone Empire (Broad St),2705628,852992,2705628,12,12,0,0.00,0.00,0,0.00,0,0.00,0.00,1.56,3.50,38.75,94.26,5.74,1139,NULL,2,NULL,NULL,1,0,0.00,USD,38.97
2026-02-01,2026-02-28,The Cheeseburger Paradise (468 9th Ave),33895329,1020570,33895329,3,3,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,7.99,28.33,98.34,1.66,517,NULL,0,NULL,NULL,0,0,0.00,USD,28.29
2026-02-01,2026-02-28,The Cheeseburger Paradise (5993 Broadway),24556258,1020570,24556258,12,12,1,8.33,14.38,0,0.00,0,0.00,0.00,1.69,5.85,54.58,97.9,2.1,846,NULL,1,NULL,NULL,0,0,0.00,USD,54.57
2026-02-01,2026-02-28,The Chicken Affair,33971361,14201665,33971361,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,15.62,130.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,The Chicken Affair - 135 E 125th St,34349143,14201665,34349143,4,1,0,0.00,0.00,3,75.00,3,75.00,0.00,0.00,9.72,44.00,98.7,1.3,366,NULL,1,NULL,NULL,0,1,100.00,USD,44.17
2026-02-01,2026-02-28,The Chicken Dream,33899219,934688,33899219,2,2,1,50.00,13.68,0,0.00,0,0.00,0.00,0.79,2.79,32.50,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,32.65
2026-02-01,2026-02-28,The Chinese Noodle Palace (4957 Winters Chapel Rd Suite B),25079119,813892,25079119,16,12,2,16.67,9.56,4,25.00,3,18.75,0.00,6.83,11.95,53.75,96.37,3.63,884,NULL,2,NULL,NULL,1,1,50.00,USD,53.91
2026-02-01,2026-02-28,The Chinese Noodle Palace (5874 Forbes Ave),24556108,813892,24556108,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,1.47,4.14,61.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,61.38
2026-02-01,2026-02-28,The Chinese Noodle Palace (9737 Manchester Rd),1790286,813892,NULL,41,41,1,2.44,13.34,0,0.00,0,0.00,0.00,1.82,4.82,51.78,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,46.16
2026-02-01,2026-02-28,The Chinese Noodle Palace (S Higley Rd),23087616,813892,23087616,3,0,0,0.00,0.00,3,100.00,2,66.67,0.00,0.00,0.00,0.00,80.75,19.25,589,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,The Chopped Salad,37625025,56426,37625025,1,0,0,0.00,0.00,1,100.00,0,0.00,100.00,0.00,0.00,0.00,50.94,49.06,19769,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,The Chopped Salad (353 W 125th St),1586799,56426,NULL,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Chopped Salad (Hillside Ave),2849967,56426,2849967,63,63,4,6.35,0.00,0,0.00,0,0.00,0.00,1.00,3.31,43.32,97.9,2.1,846,NULL,1,NULL,NULL,0,0,0.00,USD,42.95
2026-02-01,2026-02-28,The Craft Pizza,39042382,56428,39042382,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Craft Pizza (2700 Marina Bay Drive),27898091,56428,27898091,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Craft Pizza (3360 Broadway),34340201,56428,34340201,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Craft Pizza (4315 Bryan Street),35458617,56428,35458617,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Crimson Gyro (1428 Polk St),39846735,11522397,39846735,17,15,2,13.33,13.92,2,11.76,2,11.76,0.00,2.20,5.00,34.20,96.42,3.58,903,NULL,1,NULL,NULL,0,0,0.00,USD,34.21
2026-02-01,2026-02-28,The Dessert Dream (245 E Houston St),31636171,854888,31636171,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,2.23,35.00,95.8,4.2,1693,NULL,0,NULL,NULL,0,0,0.00,USD,34.38
2026-02-01,2026-02-28,The Dessert Dream (Hoover Rd),2272718,854888,NULL,14,12,3,25.00,24.13,2,14.29,2,14.29,0.00,2.14,4.76,43.17,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,43.06
2026-02-01,2026-02-28,The Dessert Shack,33951523,705436,33951523,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,2.13,51.00,99.11,0.89,179,NULL,0,NULL,NULL,0,0,0.00,USD,50.70
2026-02-01,2026-02-28,The Dessert Shack (83 Canal St #6019),23549559,705436,23549559,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Farmers Salad (28501 Hoover Rd),31619827,13591991,31619827,14,13,0,0.00,0.00,1,7.14,0,0.00,0.00,0.94,5.06,30.08,100.0,0.0,0,NULL,1,NULL,NULL,1,0,0.00,USD,30.21
2026-02-01,2026-02-28,The French Toast Flip (3001 S Bristol St),24438078,1054195,24438078,6,6,0,0.00,0.00,0,0.00,0,0.00,0.00,0.19,2.41,50.50,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,39.40
2026-02-01,2026-02-28,The French Toast Flip (4th Ave),23556081,1054195,23556081,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,99.07,0.93,345,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Fried Chicken Crave (1338 Polk St),31313963,11225532,31313963,14,14,0,0.00,0.00,0,0.00,0,0.00,0.00,0.26,6.86,43.57,98.34,1.66,577,NULL,1,NULL,NULL,1,0,0.00,USD,43.36
2026-02-01,2026-02-28,The Fried Chicken Crave (1741 1st Ave),31672379,11225532,31672379,5,4,0,0.00,0.00,1,20.00,1,20.00,0.00,1.06,5.19,33.00,98.37,1.63,491,NULL,1,NULL,NULL,1,0,0.00,USD,32.71
2026-02-01,2026-02-28,The Gourmet Burger,33016935,656223,NULL,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,1.73,73.50,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,46.17
2026-02-01,2026-02-28,The Gourmet Burger (S 101st E Ave),2272754,656223,NULL,3,3,1,33.33,3.38,0,0.00,0,0.00,0.00,3.94,10.71,52.67,92.39,7.61,696,NULL,1,NULL,NULL,1,0,0.00,USD,31.68
2026-02-01,2026-02-28,The Gyro Bar (1969 Bronxdale Ave),1477969,560974,NULL,20,19,0,0.00,0.00,1,5.00,1,5.00,0.00,1.74,4.00,41.63,97.61,2.39,965,NULL,1,NULL,NULL,0,0,0.00,USD,41.80
2026-02-01,2026-02-28,The Gyro Bar (319 Rogers Ave),24194631,560974,24194631,14,13,1,7.69,15.94,1,7.14,1,7.14,0.00,1.83,4.02,64.92,98.17,1.83,590,NULL,1,NULL,NULL,0,0,0.00,USD,64.99
2026-02-01,2026-02-28,The Gyro Bar (8770 E McDowell Rd),23907282,560974,23907282,49,49,0,0.00,0.00,0,0.00,0,0.00,0.00,0.92,4.77,38.67,99.87,0.13,30,NULL,1,NULL,NULL,1,0,0.00,USD,38.65
2026-02-01,2026-02-28,The Gyro Brothers (E 125th St),23056011,915472,23056011,7,3,0,0.00,0.00,4,57.14,4,57.14,0.00,18.03,11.45,72.67,98.11,1.89,531,NULL,2,NULL,NULL,1,1,50.00,USD,72.99
2026-02-01,2026-02-28,The Gyro Shop,33970497,706778,33970497,8,7,0,0.00,0.00,1,12.50,0,0.00,0.00,1.15,6.11,217.71,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,34.13
2026-02-01,2026-02-28,The Gyro Shop(Virtual Brand),1556279,706778,NULL,7,4,0,0.00,0.00,3,42.86,1,14.29,0.00,1.36,2.87,49.00,98.45,1.55,380,NULL,0,NULL,NULL,0,0,0.00,USD,48.88
2026-02-01,2026-02-28,The Gyro Snob,1586776,560983,NULL,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Gyro Snob (7126 N 35th ave),23906819,560983,23906819,66,66,1,1.52,13.58,0,0.00,0,0.00,0.00,0.80,4.58,40.08,99.76,0.24,30,NULL,5,NULL,NULL,1,2,40.00,USD,40.07
2026-02-01,2026-02-28,The Hot Dog Village,34345716,1065469,34345716,52,52,0,0.00,0.00,0,0.00,0,0.00,0.00,0.71,3.68,52.77,99.31,0.69,180,NULL,12,NULL,NULL,0,11,91.67,USD,42.53
2026-02-01,2026-02-28,The Hot Dog Village,35686889,1065469,35686889,27,23,2,8.70,40.00,4,14.81,4,14.81,0.00,5.59,10.84,43.30,92.67,7.33,721,NULL,2,NULL,NULL,0,1,50.00,USD,43.35
2026-02-01,2026-02-28,The Ice Cream Lab (Fillmore St),129914,74518,NULL,17,15,2,13.33,12.78,2,11.76,2,11.76,0.00,2.31,3.71,24.07,99.89,0.11,30,NULL,0,NULL,NULL,0,0,0.00,USD,23.91
2026-02-01,2026-02-28,The Ice Cream Snob,635466,293287,NULL,7,5,1,20.00,11.68,2,28.57,1,14.29,0.00,3.69,6.48,32.20,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,32.52
2026-02-01,2026-02-28,"The Ice Cream Snob (949 w Canal St. N, Belle Glade, Fl 33430)",34250437,293287,34250437,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Indian Spice Kitchen (100 N Almaden Ave ste 176),33017063,725298,33017063,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,1.40,37.00,98.28,1.72,287,NULL,0,NULL,NULL,0,0,0.00,USD,36.60
2026-02-01,2026-02-28,The Indian Spice Kitchen (2026 Agnew Rd),33017061,725298,33017061,26,26,0,0.00,0.00,0,0.00,0,0.00,0.00,0.73,2.52,42.65,100.0,0.0,0,NULL,1,NULL,NULL,1,0,0.00,USD,40.26
2026-02-01,2026-02-28,The Indian Spice Palace,33894883,922014,33894883,4,3,0,0.00,0.00,1,25.00,0,0.00,0.00,0.00,5.09,29.33,98.36,1.64,287,NULL,0,NULL,NULL,0,0,0.00,USD,29.71
2026-02-01,2026-02-28,The Indian Spice Palace (1740 Monument Blvd),27890496,922014,27890496,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Indian Spice Palace (3005 36th Ave),26000771,922014,26000771,9,8,0,0.00,0.00,1,11.11,1,11.11,0.00,6.15,8.98,59.25,95.0,5.0,1428,NULL,0,NULL,NULL,0,0,0.00,USD,59.41
2026-02-01,2026-02-28,The Italian Pasta Bar,33963529,724577,33963529,21,20,1,5.00,3.01,1,4.76,1,4.76,0.00,0.79,4.79,41.70,100.0,0.0,0,NULL,2,NULL,NULL,1,1,50.00,USD,41.65
2026-02-01,2026-02-28,The Italian Pizza Co,35639147,14711327,35639147,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Italian Pizza Co,37995313,349525,37995313,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,99.05,0.95,168,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Italian Pizza Co,35639149,14711327,35639149,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Italian Pizza Co,35647715,349525,35647715,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,95.89,4.11,300,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Juice Affair (240 Sullivan St),1834918,732070,NULL,7,7,0,0.00,0.00,0,0.00,0,0.00,0.00,1.68,8.11,132.29,97.91,2.09,841,NULL,0,NULL,NULL,0,0,0.00,USD,50.72
2026-02-01,2026-02-28,The Juice Affair (5423 2nd Ave),33970187,732070,33970187,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Juice Affair (93 Avenue A),36238367,732070,36238367,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Juice Empire,33952685,13607210,33952685,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Juice Empire,33899381,13607210,33899381,3,0,0,0.00,0.00,3,100.00,3,100.00,0.00,0.00,0.00,0.00,90.21,9.79,1267,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,The Juice Empire,35901427,13607210,35901427,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.50,7.48,43.00,98.52,1.48,315,NULL,0,NULL,NULL,0,0,0.00,USD,43.85
2026-02-01,2026-02-28,The Juice Empire (9th Ave),23060304,13607210,23060304,47,47,2,4.26,9.25,0,0.00,0,0.00,0.00,0.55,2.92,35.28,97.91,2.09,844,NULL,3,NULL,NULL,0,2,66.67,USD,35.33
2026-02-01,2026-02-28,The Juice Empire (Broadway),31672166,13607210,31672166,7,7,0,0.00,0.00,0,0.00,0,0.00,0.00,3.26,6.48,32.43,95.07,4.93,851,NULL,2,NULL,NULL,0,2,100.00,USD,32.59
2026-02-01,2026-02-28,The Kabob Snob (57 sip ave),31577153,888358,31577153,6,5,0,0.00,0.00,1,16.67,0,0.00,0.00,0.57,2.80,51.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,50.94
2026-02-01,2026-02-28,The Mac N Cheese Bar,40385117,11135221,40385117,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Mac and Cheese Co,26175096,145229,26175096,115,111,12,10.81,103.49,4,3.48,4,3.48,0.00,0.43,3.77,39.09,90.67,9.33,1670,NULL,7,NULL,NULL,3,3,42.86,USD,37.73
2026-02-01,2026-02-28,The Mac and Cheese Co (Hoover Rd),23045828,145229,23045828,14,14,1,7.14,0.00,0,0.00,0,0.00,0.00,0.87,4.65,174.79,100.0,0.0,0,NULL,2,NULL,NULL,1,0,0.00,USD,45.85
2026-02-01,2026-02-28,The Mexican Cocina,34250543,370675,34250543,2,1,0,0.00,0.00,1,50.00,0,0.00,0.00,0.00,3.63,57.00,98.72,1.28,377,NULL,0,NULL,NULL,0,0,0.00,USD,57.70
2026-02-01,2026-02-28,The Mexican Cocina,33950479,370675,33950479,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.77,1.23,345,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Mexican Cocina (1st Ave),833133,370675,NULL,10,10,0,0.00,0.00,0,0.00,0,0.00,0.00,0.21,3.92,50.70,97.89,2.11,849,NULL,0,NULL,NULL,0,0,0.00,USD,50.63
2026-02-01,2026-02-28,The Milk Snob (Post Street),873421,392317,NULL,20,17,4,23.53,37.71,3,15.00,2,10.00,0.00,1.24,4.41,33.80,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,33.76
2026-02-01,2026-02-28,The Minister Wraps,1785496,823810,NULL,1,0,0,0.00,0.00,1,100.00,1,100.00,0.00,0.00,0.00,0.00,97.91,2.09,842,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,The Minister Wraps,35853725,823810,35853725,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.72,1.28,345,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Minister Wraps (265 Bedford Ave),24194630,823810,24194630,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,97.92,2.08,839,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Minister Wraps (Broadway),23106174,823810,23106174,10,9,1,11.11,0.00,1,10.00,0,0.00,0.00,1.23,5.92,45.67,97.89,2.11,850,NULL,0,NULL,NULL,0,0,0.00,USD,45.61
2026-02-01,2026-02-28,The Minister Wraps (Michelson Dr),22988570,823810,22988570,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,1.90,68.00,95.93,4.07,420,NULL,0,NULL,NULL,0,0,0.00,USD,68.13
2026-02-01,2026-02-28,The Montage Vegetarian (253 E 172nd St),33970427,911655,33970427,1,0,0,0.00,0.00,1,100.00,1,100.00,0.00,0.00,0.00,0.00,18.3,81.7,10539,NULL,0,NULL,NULL,0,0,0.00,USD,0.00
2026-02-01,2026-02-28,The Montage Vegetarian (Florida Ave NW),2408663,911655,NULL,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.0,100.0,0,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Montage Vegetarian (N Broadway),23022912,911655,23022912,1,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,1.57,47.00,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,47.15
2026-02-01,2026-02-28,The Omelette Farm,34349153,393008,34349153,0,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,98.35,1.65,421,NULL,0,NULL,NULL,0,0,0.00,NULL,0.00
2026-02-01,2026-02-28,The Omelette Farm (147 1st Ave),23549638,393008,23549638,11,11,0,0.00,0.00,0,0.00,0,0.00,0.00,3.08,6.35,46.55,97.91,2.09,844,NULL,0,NULL,NULL,0,0,0.00,USD,46.40
2026-02-01,2026-02-28,The Omelette Farm (1741 1st Avenue),2162874,393008,1741,4,4,0,0.00,0.00,0,0.00,0,0.00,0.00,0.40,3.44,43.75,98.41,1.59,480,NULL,0,NULL,NULL,0,0,0.00,USD,43.98
2026-02-01,2026-02-28,The Omelette Farm (57 sip ave),35900955,393008,35900955,2,2,0,0.00,0.00,0,0.00,0,0.00,0.00,5.47,4.51,53.50,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,53.63
2026-02-01,2026-02-28,The Omelette Farm (769 9th Ave #1),23984095,393008,23984095,6,6,0,0.00,0.00,0,0.00,0,0.00,0.00,7.42,12.22,63.00,97.89,2.11,850,NULL,0,NULL,NULL,0,0,0.00,USD,63.32
2026-02-01,2026-02-28,The Omelette Farm (New York),875183,393008,NULL,75,75,0,0.00,0.00,0,0.00,0,0.00,0.00,1.64,3.78,34.27,97.89,2.11,852,NULL,3,NULL,NULL,0,1,33.33,USD,27.86
2026-02-01,2026-02-28,The Omelette Farm (Sullivan St),2273066,393008,NULL,11,11,0,0.00,0.00,0,0.00,0,0.00,0.00,0.62,3.37,41.91,97.88,2.12,854,NULL,0,NULL,NULL,0,0,0.00,USD,41.92
2026-02-01,2026-02-28,The Pancake Flip (7701 Garrison Road),24227554,1011005,24227554,157,157,2,1.27,46.15,0,0.00,0,0.00,0.00,0.37,2.92,44.80,100.0,0.0,0,NULL,16,NULL,NULL,3,3,18.75,USD,40.72
2026-02-01,2026-02-28,The Pancake Flip (Broadway),23106170,1011005,23106170,5,5,0,0.00,0.00,0,0.00,0,0.00,0.00,1.52,6.73,55.20,97.89,2.11,850,NULL,0,NULL,NULL,0,0,0.00,USD,55.21
2026-02-01,2026-02-28,The Pancake Snob (1st Ave),1194035,609184,NULL,19,16,1,6.25,16.90,3,15.79,3,15.79,0.00,1.07,5.12,35.81,94.98,5.02,1518,NULL,1,NULL,NULL,0,0,0.00,USD,35.87
2026-02-01,2026-02-28,"The Pancake Snob (Brooklyn, NY)",1184943,609184,NULL,41,41,1,2.44,5.45,0,0.00,0,0.00,0.00,1.30,3.76,36.85,98.13,1.87,753,NULL,6,NULL,NULL,1,2,33.33,USD,36.90
2026-02-01,2026-02-28,The Pancake Snob (The Bronx),1303675,609184,NULL,31,31,0,0.00,0.00,0,0.00,0,0.00,0.00,1.94,4.32,53.35,97.6,2.4,967,NULL,2,NULL,NULL,0,1,50.00,USD,53.28
